S.N,Subject Name_ES,Password,BTE short name,Paper code,Group Name,Subject NameBTE,# Topics,# CLOs,CLO time,# PLOs,PLO Time,LABEL FORMULA,CLUSTER,CLUSTER
,,,WBBTE,EEE-AE1I-S4,WBBTE_EEE-AE1I-S4,Analog Electronics-II,43,107,23,103,10,{ifingroup WBBTE_EEE-AE1I-S4}This Course is designed according to the syllabus of 'EEE-AE1I-S4: Analog Electronics-II' paper of WBBTE. This Course comprises of 43 Topics. 107 Outcomes are taught in approx 23 hours.{/ifingroup},,
,,,WBBTE,1,WBBTE_1,Analog Electronics,44,111,31,112,13,{ifingroup WBBTE_1}This Course is designed according to the syllabus of '1: Analog Electronics' paper of WBBTE. This Course comprises of 44 Topics. 111 Outcomes are taught in approx 31 hours.{/ifingroup},,
,,,WBBTE,EE-S4-ADE,WBBTE_EE-S4-ADE,Applied and Digital Electronics,83,208,57,203,23,{ifingroup WBBTE_EE-S4-ADE}This Course is designed according to the syllabus of 'EE-S4-ADE: Applied and Digital Electronics' paper of WBBTE. This Course comprises of 83 Topics. 208 Outcomes are taught in approx 57 hours.{/ifingroup},,
2,Digital Electronics,v2ldt-digi,DLBTE,EX-331,DLBTE_EX-331,Digital Electronics,46,124,36,114,13,{ifingroup DLBTE_EX-331}This Course is designed according to the syllabus of 'EX-331: Digital Electronics' paper of DLBTE. This Course comprises of 46 Topics. 124 Outcomes are taught in approx 36 hours.{/ifingroup},{ifingroup DLBTE_EX-331}This Course is designed according to the syllabus of 'EX-331: Digital Electronics' paper of DLBTE. This Course comprises of 46 Topics. 124 Outcomes are taught in approx 36 hours.{/ifingroup}{ifingroup DLBTE_2}This Course is designed according to the syllabus of '2: Digital Electronics' paper of DLBTE. This Course comprises of 43 Topics. 125 Outcomes are taught in approx 36 hours.{/ifingroup}{ifingroup GJBTE_3331104}This Course is designed according to the syllabus of '3331104: Digital Logic Design' paper of GJBTE. This Course comprises of 46 Topics. 130 Outcomes are taught in approx 37 hours.{/ifingroup}{ifingroup GJBTE_3340904}This Course is designed according to the syllabus of '3340904: Digital Electronics and Digital Instruments' paper of GJBTE. This Course comprises of 44 Topics. 102 Outcomes are taught in approx 30 hours.{/ifingroup}{ifingroup GJBTE_3310702}This Course is designed according to the syllabus of '3310702: Fundamental of Digital Electronics' paper of GJBTE. This Course comprises of 18 Topics. 65 Outcomes are taught in approx 16 hours.{/ifingroup}{ifingroup HRBTE_3.3}This Course is designed according to the syllabus of '3.3: Digital Electronics' paper of HRBTE. This Course comprises of 45 Topics. 122 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup HRBTE_3.6}This Course is designed according to the syllabus of '3.6: Digital Electronics' paper of HRBTE. This Course comprises of 45 Topics. 122 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup HRBTE_4.4}This Course is designed according to the syllabus of '4.4: Digital Electronics' paper of HRBTE. This Course comprises of 32 Topics. 94 Outcomes are taught in approx 23 hours.{/ifingroup}{ifingroup MHBTE_22320}This Course is designed according to the syllabus of '22320: Digital Techniques' paper of MHBTE. This Course comprises of 53 Topics. 127 Outcomes are taught in approx 36 hours.{/ifingroup}{ifingroup MHBTE_22421}This Course is designed according to the syllabus of '22421: Digital Electronics and Microcontorller Applications' paper of MHBTE. This Course comprises of 46 Topics. 86 Outcomes are taught in approx 26 hours.{/ifingroup}{ifingroup MHBTE_22323}This Course is designed according to the syllabus of '22323: Digital Techniques and Microprocessor' paper of MHBTE. This Course comprises of 47 Topics. 89 Outcomes are taught in approx 26 hours.{/ifingroup}{ifingroup MPBTE_305}This Course is designed according to the syllabus of '305: Digital Electronics' paper of MPBTE. This Course comprises of 47 Topics. 131 Outcomes are taught in approx 37 hours.{/ifingroup}{ifingroup MPBTE_403}This Course is designed according to the syllabus of '403: Digital Techniques and Applications' paper of MPBTE. This Course comprises of 47 Topics. 131 Outcomes are taught in approx 37 hours.{/ifingroup}{ifingroup MPBTE_203}This Course is designed according to the syllabus of '203: Digital Techniques' paper of MPBTE. This Course comprises of 48 Topics. 122 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup PBBTE_3.3}This Course is designed according to the syllabus of '3.3: Digital Electronics' paper of PBBTE. This Course comprises of 47 Topics. 118 Outcomes are taught in approx 34 hours.{/ifingroup}{ifingroup PBBTE_4.4}This Course is designed according to the syllabus of '4.4: Digital Electronics' paper of PBBTE. This Course comprises of 47 Topics. 118 Outcomes are taught in approx 34 hours.{/ifingroup}{ifingroup PBBTE_3.1}This Course is designed according to the syllabus of '3.1: Digital Electronics' paper of PBBTE. This Course comprises of 47 Topics. 118 Outcomes are taught in approx 34 hours.{/ifingroup}{ifingroup RJBTE_EF-205}This Course is designed according to the syllabus of 'EF-205: Digital Electronics' paper of RJBTE. This Course comprises of 41 Topics. 114 Outcomes are taught in approx 33 hours.{/ifingroup}{ifingroup RJBTE_EL-205}This Course is designed according to the syllabus of 'EL-205: Digital Electronics' paper of RJBTE. This Course comprises of 41 Topics. 114 Outcomes are taught in approx 33 hours.{/ifingroup}{ifingroup RJBTE_CS-205}This Course is designed according to the syllabus of 'CS-205: Basics of Digital Electronics' paper of RJBTE. This Course comprises of 34 Topics. 98 Outcomes are taught in approx 23 hours.{/ifingroup}{ifingroup RJBTE_IT-205}This Course is designed according to the syllabus of 'IT-205: Basics of Digital Electronics' paper of RJBTE. This Course comprises of 34 Topics. 98 Outcomes are taught in approx 23 hours.{/ifingroup}{ifingroup UPBTE_3.4-DE}This Course is designed according to the syllabus of '3.4-DE: Digital Electronics' paper of UPBTE. This Course comprises of 32 Topics. 94 Outcomes are taught in approx 23 hours.{/ifingroup}{ifingroup UPBTE_3.4-DPE}This Course is designed according to the syllabus of '3.4-DPE: Digital Principles And Electronics' paper of UPBTE. This Course comprises of 33 Topics. 97 Outcomes are taught in approx 24 hours.{/ifingroup}{ifingroup UPBTE_3.6}This Course is designed according to the syllabus of '3.6: Digital Electronics' paper of UPBTE. This Course comprises of 43 Topics. 125 Outcomes are taught in approx 36 hours.{/ifingroup}{ifingroup UPBTE_4.2}This Course is designed according to the syllabus of '4.2: Principles of Digital Electronics' paper of UPBTE. This Course comprises of 43 Topics. 125 Outcomes are taught in approx 36 hours.{/ifingroup}{ifingroup WBBTE_ETCE-DE-S3}This Course is designed according to the syllabus of 'ETCE-DE-S3: Digital Electronics' paper of WBBTE. This Course comprises of 50 Topics. 130 Outcomes are taught in approx 38 hours.{/ifingroup}{ifingroup WBBTE_EEE-DE-S4}This Course is designed according to the syllabus of 'EEE-DE-S4: Digital Electronics' paper of WBBTE. This Course comprises of 50 Topics. 130 Outcomes are taught in approx 38 hours.{/ifingroup}{ifingroup WBBTE_2}This Course is designed according to the syllabus of '2: Digital Electronics' paper of WBBTE. This Course comprises of 45 Topics. 123 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup WBBTE_CST-3-303}This Course is designed according to the syllabus of 'CST-3-303: Digital Logic Design' paper of WBBTE. This Course comprises of 42 Topics. 120 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup WBBTE_DT}This Course is designed according to the syllabus of 'DT: Digital Techniques' paper of WBBTE. This Course comprises of 37 Topics. 111 Outcomes are taught in approx 32 hours.{/ifingroup},{ifingroup DLBTE_EX-331}This Course is designed according to the syllabus of 'EX-331: Digital Electronics' paper of DLBTE. This Course comprises of 46 Topics. 124 Outcomes are taught in approx 36 hours.{/ifingroup}{ifingroup DLBTE_2}This Course is designed according to the syllabus of '2: Digital Electronics' paper of DLBTE. This Course comprises of 43 Topics. 125 Outcomes are taught in approx 36 hours.{/ifingroup}{ifingroup GJBTE_3331104}This Course is designed according to the syllabus of '3331104: Digital Logic Design' paper of GJBTE. This Course comprises of 46 Topics. 130 Outcomes are taught in approx 37 hours.{/ifingroup}{ifingroup GJBTE_3340904}This Course is designed according to the syllabus of '3340904: Digital Electronics and Digital Instruments' paper of GJBTE. This Course comprises of 44 Topics. 102 Outcomes are taught in approx 30 hours.{/ifingroup}{ifingroup GJBTE_3310702}This Course is designed according to the syllabus of '3310702: Fundamental of Digital Electronics' paper of GJBTE. This Course comprises of 18 Topics. 65 Outcomes are taught in approx 16 hours.{/ifingroup}{ifingroup HRBTE_3.3}This Course is designed according to the syllabus of '3.3: Digital Electronics' paper of HRBTE. This Course comprises of 45 Topics. 122 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup HRBTE_3.6}This Course is designed according to the syllabus of '3.6: Digital Electronics' paper of HRBTE. This Course comprises of 45 Topics. 122 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup HRBTE_4.4}This Course is designed according to the syllabus of '4.4: Digital Electronics' paper of HRBTE. This Course comprises of 32 Topics. 94 Outcomes are taught in approx 23 hours.{/ifingroup}{ifingroup MHBTE_22320}This Course is designed according to the syllabus of '22320: Digital Techniques' paper of MHBTE. This Course comprises of 53 Topics. 127 Outcomes are taught in approx 36 hours.{/ifingroup}{ifingroup MHBTE_22421}This Course is designed according to the syllabus of '22421: Digital Electronics and Microcontorller Applications' paper of MHBTE. This Course comprises of 46 Topics. 86 Outcomes are taught in approx 26 hours.{/ifingroup}{ifingroup MHBTE_22323}This Course is designed according to the syllabus of '22323: Digital Techniques and Microprocessor' paper of MHBTE. This Course comprises of 47 Topics. 89 Outcomes are taught in approx 26 hours.{/ifingroup}{ifingroup MPBTE_305}This Course is designed according to the syllabus of '305: Digital Electronics' paper of MPBTE. This Course comprises of 47 Topics. 131 Outcomes are taught in approx 37 hours.{/ifingroup}{ifingroup MPBTE_403}This Course is designed according to the syllabus of '403: Digital Techniques and Applications' paper of MPBTE. This Course comprises of 47 Topics. 131 Outcomes are taught in approx 37 hours.{/ifingroup}{ifingroup MPBTE_203}This Course is designed according to the syllabus of '203: Digital Techniques' paper of MPBTE. This Course comprises of 48 Topics. 122 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup PBBTE_3.3}This Course is designed according to the syllabus of '3.3: Digital Electronics' paper of PBBTE. This Course comprises of 47 Topics. 118 Outcomes are taught in approx 34 hours.{/ifingroup}{ifingroup PBBTE_4.4}This Course is designed according to the syllabus of '4.4: Digital Electronics' paper of PBBTE. This Course comprises of 47 Topics. 118 Outcomes are taught in approx 34 hours.{/ifingroup}{ifingroup PBBTE_3.1}This Course is designed according to the syllabus of '3.1: Digital Electronics' paper of PBBTE. This Course comprises of 47 Topics. 118 Outcomes are taught in approx 34 hours.{/ifingroup}{ifingroup RJBTE_EF-205}This Course is designed according to the syllabus of 'EF-205: Digital Electronics' paper of RJBTE. This Course comprises of 41 Topics. 114 Outcomes are taught in approx 33 hours.{/ifingroup}{ifingroup RJBTE_EL-205}This Course is designed according to the syllabus of 'EL-205: Digital Electronics' paper of RJBTE. This Course comprises of 41 Topics. 114 Outcomes are taught in approx 33 hours.{/ifingroup}{ifingroup RJBTE_CS-205}This Course is designed according to the syllabus of 'CS-205: Basics of Digital Electronics' paper of RJBTE. This Course comprises of 34 Topics. 98 Outcomes are taught in approx 23 hours.{/ifingroup}{ifingroup RJBTE_IT-205}This Course is designed according to the syllabus of 'IT-205: Basics of Digital Electronics' paper of RJBTE. This Course comprises of 34 Topics. 98 Outcomes are taught in approx 23 hours.{/ifingroup}{ifingroup UPBTE_3.4}This Course is designed according to the syllabus of '3.4: Digital Electronics' paper of UPBTE. This Course comprises of 32 Topics. 94 Outcomes are taught in approx 23 hours.{/ifingroup}{ifingroup UPBTE_3.4}This Course is designed according to the syllabus of '3.4: Digital Principles And Electronics' paper of UPBTE. This Course comprises of 33 Topics. 97 Outcomes are taught in approx 24 hours.{/ifingroup}{ifingroup UPBTE_3.6}This Course is designed according to the syllabus of '3.6: Digital Electronics' paper of UPBTE. This Course comprises of 43 Topics. 125 Outcomes are taught in approx 36 hours.{/ifingroup}{ifingroup UPBTE_4.2}This Course is designed according to the syllabus of '4.2: Principles of Digital Electronics' paper of UPBTE. This Course comprises of 43 Topics. 125 Outcomes are taught in approx 36 hours.{/ifingroup}{ifingroup WBBTE_ETCE-DE-S3}This Course is designed according to the syllabus of 'ETCE-DE-S3: Digital Electronics' paper of WBBTE. This Course comprises of 50 Topics. 130 Outcomes are taught in approx 38 hours.{/ifingroup}{ifingroup WBBTE_EEE-DE-S4}This Course is designed according to the syllabus of 'EEE-DE-S4: Digital Electronics' paper of WBBTE. This Course comprises of 50 Topics. 130 Outcomes are taught in approx 38 hours.{/ifingroup}{ifingroup WBBTE_2}This Course is designed according to the syllabus of '2: Digital Electronics' paper of WBBTE. This Course comprises of 45 Topics. 123 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup WBBTE_CST-3-303}This Course is designed according to the syllabus of 'CST-3-303: Digital Logic Design' paper of WBBTE. This Course comprises of 42 Topics. 120 Outcomes are taught in approx 35 hours.{/ifingroup}{ifingroup WBBTE_DT}This Course is designed according to the syllabus of 'DT: Digital Techniques' paper of WBBTE. This Course comprises of 37 Topics. 111 Outcomes are taught in approx 32 hours.{/ifingroup}
,,,DLBTE,2,DLBTE_2,Digital Electronics,43,125,36,115,14,{ifingroup DLBTE_2}This Course is designed according to the syllabus of '2: Digital Electronics' paper of DLBTE. This Course comprises of 43 Topics. 125 Outcomes are taught in approx 36 hours.{/ifingroup},,
,,,GJBTE,3331104,GJBTE_3331104,Digital Logic Design,46,130,37,124,15,{ifingroup GJBTE_3331104}This Course is designed according to the syllabus of '3331104: Digital Logic Design' paper of GJBTE. This Course comprises of 46 Topics. 130 Outcomes are taught in approx 37 hours.{/ifingroup},,
,,,GJBTE,3340904,GJBTE_3340904,Digital Electronics and Digital Instruments,44,102,30,95,12,{ifingroup GJBTE_3340904}This Course is designed according to the syllabus of '3340904: Digital Electronics and Digital Instruments' paper of GJBTE. This Course comprises of 44 Topics. 102 Outcomes are taught in approx 30 hours.{/ifingroup},,
,,,GJBTE,3310702,GJBTE_3310702,Fundamental of Digital Electronics,18,65,16,51,7,{ifingroup GJBTE_3310702}This Course is designed according to the syllabus of '3310702: Fundamental of Digital Electronics' paper of GJBTE. This Course comprises of 18 Topics. 65 Outcomes are taught in approx 16 hours.{/ifingroup},,
,,,HRBTE,3.3,HRBTE_3.3,Digital Electronics,45,122,35,112,13,{ifingroup HRBTE_3.3}This Course is designed according to the syllabus of '3.3: Digital Electronics' paper of HRBTE. This Course comprises of 45 Topics. 122 Outcomes are taught in approx 35 hours.{/ifingroup},,
,,,HRBTE,3.6,HRBTE_3.6,Digital Electronics,45,122,35,112,13,{ifingroup HRBTE_3.6}This Course is designed according to the syllabus of '3.6: Digital Electronics' paper of HRBTE. This Course comprises of 45 Topics. 122 Outcomes are taught in approx 35 hours.{/ifingroup},,
,,,HRBTE,4.4,HRBTE_4.4,Digital Electronics,32,94,23,79,10,{ifingroup HRBTE_4.4}This Course is designed according to the syllabus of '4.4: Digital Electronics' paper of HRBTE. This Course comprises of 32 Topics. 94 Outcomes are taught in approx 23 hours.{/ifingroup},,
,,,MHBTE,22320,MHBTE_22320,Digital Techniques,53,127,36,121,15,{ifingroup MHBTE_22320}This Course is designed according to the syllabus of '22320: Digital Techniques' paper of MHBTE. This Course comprises of 53 Topics. 127 Outcomes are taught in approx 36 hours.{/ifingroup},,
,,,MHBTE,22421,MHBTE_22421,Digital Electronics and Microcontorller Applications,46,86,26,77,9,{ifingroup MHBTE_22421}This Course is designed according to the syllabus of '22421: Digital Electronics and Microcontorller Applications' paper of MHBTE. This Course comprises of 46 Topics. 86 Outcomes are taught in approx 26 hours.{/ifingroup},,
,,,MHBTE,22323,MHBTE_22323,Digital Techniques and Microprocessor,47,89,26,78,9,{ifingroup MHBTE_22323}This Course is designed according to the syllabus of '22323: Digital Techniques and Microprocessor' paper of MHBTE. This Course comprises of 47 Topics. 89 Outcomes are taught in approx 26 hours.{/ifingroup},,
,,,MPBTE,305,MPBTE_305,Digital Electronics,47,131,37,126,15,{ifingroup MPBTE_305}This Course is designed according to the syllabus of '305: Digital Electronics' paper of MPBTE. This Course comprises of 47 Topics. 131 Outcomes are taught in approx 37 hours.{/ifingroup},,
,,,MPBTE,403,MPBTE_403,Digital Techniques and Applications,47,131,37,126,15,{ifingroup MPBTE_403}This Course is designed according to the syllabus of '403: Digital Techniques and Applications' paper of MPBTE. This Course comprises of 47 Topics. 131 Outcomes are taught in approx 37 hours.{/ifingroup},,
,,,MPBTE,203,MPBTE_203,Digital Techniques,48,122,35,115,13,{ifingroup MPBTE_203}This Course is designed according to the syllabus of '203: Digital Techniques' paper of MPBTE. This Course comprises of 48 Topics. 122 Outcomes are taught in approx 35 hours.{/ifingroup},,
,,,PBBTE,3.3,PBBTE_3.3,Digital Electronics,47,118,34,107,13,{ifingroup PBBTE_3.3}This Course is designed according to the syllabus of '3.3: Digital Electronics' paper of PBBTE. This Course comprises of 47 Topics. 118 Outcomes are taught in approx 34 hours.{/ifingroup},,
,,,PBBTE,4.4,PBBTE_4.4,Digital Electronics,47,118,34,107,13,{ifingroup PBBTE_4.4}This Course is designed according to the syllabus of '4.4: Digital Electronics' paper of PBBTE. This Course comprises of 47 Topics. 118 Outcomes are taught in approx 34 hours.{/ifingroup},,
,,,PBBTE,3.1,PBBTE_3.1,Digital Electronics,47,118,34,107,13,{ifingroup PBBTE_3.1}This Course is designed according to the syllabus of '3.1: Digital Electronics' paper of PBBTE. This Course comprises of 47 Topics. 118 Outcomes are taught in approx 34 hours.{/ifingroup},,
,,,RJBTE,EF-205,RJBTE_EF-205,Digital Electronics,41,114,33,109,13,{ifingroup RJBTE_EF-205}This Course is designed according to the syllabus of 'EF-205: Digital Electronics' paper of RJBTE. This Course comprises of 41 Topics. 114 Outcomes are taught in approx 33 hours.{/ifingroup},,
,,,RJBTE,EL-205,RJBTE_EL-205,Digital Electronics,41,114,33,109,13,{ifingroup RJBTE_EL-205}This Course is designed according to the syllabus of 'EL-205: Digital Electronics' paper of RJBTE. This Course comprises of 41 Topics. 114 Outcomes are taught in approx 33 hours.{/ifingroup},,
,,,RJBTE,CS-205,RJBTE_CS-205,Basics of Digital Electronics,34,98,23,83,11,{ifingroup RJBTE_CS-205}This Course is designed according to the syllabus of 'CS-205: Basics of Digital Electronics' paper of RJBTE. This Course comprises of 34 Topics. 98 Outcomes are taught in approx 23 hours.{/ifingroup},,
,,,RJBTE,IT-205,RJBTE_IT-205,Basics of Digital Electronics,34,98,23,83,11,{ifingroup RJBTE_IT-205}This Course is designed according to the syllabus of 'IT-205: Basics of Digital Electronics' paper of RJBTE. This Course comprises of 34 Topics. 98 Outcomes are taught in approx 23 hours.{/ifingroup},,
,,,UPBTE,3.4-DE,UPBTE_3.4-DE,Digital Electronics,32,94,23,79,10,{ifingroup UPBTE_3.4-DE}This Course is designed according to the syllabus of '3.4-DE: Digital Electronics' paper of UPBTE. This Course comprises of 32 Topics. 94 Outcomes are taught in approx 23 hours.{/ifingroup},,
,,,UPBTE,3.4-DPE,UPBTE_3.4-DPE,Digital Principles And Electronics,33,97,24,82,11,{ifingroup UPBTE_3.4-DPE}This Course is designed according to the syllabus of '3.4-DPE: Digital Principles And Electronics' paper of UPBTE. This Course comprises of 33 Topics. 97 Outcomes are taught in approx 24 hours.{/ifingroup},,
