S.N,Subject Name_ES,Password,BTE short name,Paper code,Group Name,Subject NameBTE,# Topics,# CLOs,CLO time,# PLOs,PLO Time,LABEL FORMULA,CLUSTER,CLUSTER
,,,PBBTE,4.3,PBBTE_4.3,Strength of materials,38,100,24,83,14,{ifingroup PBBTE_4.3}This Course is designed according to the syllabus of paper code '4.3: Strength of materials' of PBBTE. This Course comprises of 38 Topics. 100 Outcomes are taught in approx 24 hours.{/ifingroup},,
,,,UPBTE,3.4,UPBTE_3.4,Structural Mechanics,40,94,28,86,17,{ifingroup UPBTE_3.4}This Course is designed according to the syllabus of paper code '3.4: Structural Mechanics' of UPBTE. This Course comprises of 40 Topics. 94 Outcomes are taught in approx 28 hours.{/ifingroup},,
,,,HRBTE,3.2,HRBTE_3.2,Structural Mechanics,39,93,27,85,16,{ifingroup HRBTE_3.2}This Course is designed according to the syllabus of paper code '3.2: Structural Mechanics' of HRBTE. This Course comprises of 39 Topics. 93 Outcomes are taught in approx 27 hours.{/ifingroup},,
,,,PBBTE,4.5,PBBTE_4.5,Structural Mechanics,37,89,26,82,15,{ifingroup PBBTE_4.5}This Course is designed according to the syllabus of paper code '4.5: Structural Mechanics' of PBBTE. This Course comprises of 37 Topics. 89 Outcomes are taught in approx 26 hours.{/ifingroup},,
,,,DLBTE,CE-330,DLBTE_CE-330,Structural Mechanics,45,110,31,100,19,{ifingroup DLBTE_CE-330}This Course is designed according to the syllabus of paper code 'CE-330: Structural Mechanics' of DLBTE. This Course comprises of 45 Topics. 110 Outcomes are taught in approx 31 hours.{/ifingroup},,
,,,RJBTE,CE201,RJBTE_CE201,Strength of Materials,51,123,34,111,19,{ifingroup RJBTE_CE201}This Course is designed according to the syllabus of paper code 'CE201: Strength of Materials' of RJBTE. This Course comprises of 51 Topics. 123 Outcomes are taught in approx 34 hours.{/ifingroup},,
,,,RJBTE,CC201,RJBTE_CC201,Strength of Materials,51,123,34,111,19,{ifingroup RJBTE_CC201}This Course is designed according to the syllabus of paper code 'CC201: Strength of Materials' of RJBTE. This Course comprises of 51 Topics. 123 Outcomes are taught in approx 34 hours.{/ifingroup},,
,,,MPBTE,403,MPBTE_403,Mechanics of Structure,37,92,27,85,15,{ifingroup MPBTE_403}This Course is designed according to the syllabus of paper code '403: Mechanics of Structure' of MPBTE. This Course comprises of 37 Topics. 92 Outcomes are taught in approx 27 hours.{/ifingroup},,
,,,MHBTE,22303,MHBTE_22303,Mechanics of Structure,31,79,22,69,12,{ifingroup MHBTE_22303}This Course is designed according to the syllabus of paper code '22303: Mechanics of Structure' of MHBTE. This Course comprises of 31 Topics. 79 Outcomes are taught in approx 22 hours.{/ifingroup},,
,,,WBBTE,CE,WBBTE_CE,Mechanics of Structure,22,54,13,43,7,{ifingroup WBBTE_CE}This Course is designed according to the syllabus of paper code 'CE: Mechanics of Structure' of WBBTE. This Course comprises of 22 Topics. 54 Outcomes are taught in approx 13 hours.{/ifingroup},,
,,,GJBTE,3330604,GJBTE_3330604,Structural Mechanics,30,76,22,71,12,{ifingroup GJBTE_3330604}This Course is designed according to the syllabus of paper code '3330604: Structural Mechanics' of GJBTE. This Course comprises of 30 Topics. 76 Outcomes are taught in approx 22 hours.{/ifingroup},,
2,Fluid Mechanics (FM),v2ldt-fluid,UPBTE,4.3,UPBTE_4.3,Hydraulics and Pneumatics,40,96,14,71,9,{ifingroup UPBTE_4.3}This Course is designed according to the syllabus of paper code '4.3: Hydraulics and Pneumatics' of UPBTE. This Course comprises of 40 Topics. 96 Outcomes are taught in approx 14 hours.{/ifingroup},{ifingroup UPBTE_4.3}This Course is designed according to the syllabus of paper code '4.3: Hydraulics and Pneumatics' of UPBTE. This Course comprises of 40 Topics. 96 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup PBBTE_4.2}This Course is designed according to the syllabus of paper code '4.2: Hydraulics and Pneumatics' of PBBTE. This Course comprises of 40 Topics. 96 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup PBBTE_3.1}This Course is designed according to the syllabus of paper code '3.1: Hydraulics and Pneumatics' of PBBTE. This Course comprises of 40 Topics. 96 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup HRBTE_4.3}This Course is designed according to the syllabus of paper code '4.3: Hydraulics and Pneumatics' of HRBTE. This Course comprises of 37 Topics. 88 Outcomes are taught in approx 13 hours.{/ifingroup}{ifingroup HRBTE_3.1}This Course is designed according to the syllabus of paper code '3.1: Hydraulics and Pneumatics' of HRBTE. This Course comprises of 37 Topics. 88 Outcomes are taught in approx 13 hours.{/ifingroup}{ifingroup DLBTE_ES325}This Course is designed according to the syllabus of paper code 'ES325: Fluid Mechanics and Fluid Machines' of DLBTE. This Course comprises of 38 Topics. 95 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup WBBTE_ME}This Course is designed according to the syllabus of paper code 'ME: Fluid Mechanics and Machinery' of WBBTE. This Course comprises of 27 Topics. 79 Outcomes are taught in approx 13 hours.{/ifingroup}{ifingroup WBBTE_AE}This Course is designed according to the syllabus of paper code 'AE: Fluid Mechanics and Machinery' of WBBTE. This Course comprises of 27 Topics. 79 Outcomes are taught in approx 13 hours.{/ifingroup}{ifingroup WBBTE_MEP}This Course is designed according to the syllabus of paper code 'MEP: Fluid Mechanics and Machinery' of WBBTE. This Course comprises of 27 Topics. 79 Outcomes are taught in approx 13 hours.{/ifingroup}{ifingroup RJBTE_ME202}This Course is designed according to the syllabus of paper code 'ME202: Fluid Mechanics and Machines' of RJBTE. This Course comprises of 41 Topics. 113 Outcomes are taught in approx 17 hours.{/ifingroup}{ifingroup RJBTE_MA202}This Course is designed according to the syllabus of paper code 'MA202: Fluid Mechanics and Machines' of RJBTE. This Course comprises of 41 Topics. 113 Outcomes are taught in approx 17 hours.{/ifingroup}{ifingroup MHBTE_22445}This Course is designed according to the syllabus of paper code '22445: Fluid Mechanics & Machinery ' of MHBTE. This Course comprises of 35 Topics. 107 Outcomes are taught in approx 16 hours.{/ifingroup}{ifingroup MPBTE_401}This Course is designed according to the syllabus of paper code '401: Fluid Mechanics and Hydraulic Machines' of MPBTE. This Course comprises of 45 Topics. 111 Outcomes are taught in approx 16 hours.{/ifingroup}{ifingroup GJBTE_3331903}This Course is designed according to the syllabus of paper code '3331903: Fluid Mechanics and Hydraulic Machines' of GJBTE. This Course comprises of 31 Topics. 89 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup UPBTE_3.1}This Course is designed according to the syllabus of paper code '3.1: Hydraulics and hydraulic machines' of UPBTE. This Course comprises of 35 Topics. 81 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup HRBTE_3.1}This Course is designed according to the syllabus of paper code '3.1: Fluid mechanics' of HRBTE. This Course comprises of 35 Topics. 81 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup PBBTE_3.1}This Course is designed according to the syllabus of paper code '3.1: Fluid mechanics' of PBBTE. This Course comprises of 35 Topics. 81 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup DLBTE_ES-320}This Course is designed according to the syllabus of paper code 'ES-320: Hydraulics' of DLBTE. This Course comprises of 33 Topics. 81 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup RJBTE_CE-202}This Course is designed according to the syllabus of paper code 'CE202: Fluid mechanics' of RJBTE. This Course comprises of 44 Topics. 99 Outcomes are taught in approx 15 hours.{/ifingroup}{ifingroup WBBTE_CE}This Course is designed according to the syllabus of paper code 'CE: Hydraulics' of WBBTE. This Course comprises of 42 Topics. 84 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup MPBTE_304}This Course is designed according to the syllabus of paper code '304: Hydraulics' of MPBTE. This Course comprises of 40 Topics. 78 Outcomes are taught in approx 13 hours.{/ifingroup}{ifingroup MHBTE_22401}This Course is designed according to the syllabus of paper code '22401: Hydraulics' of MHBTE. This Course comprises of 34 Topics. 101 Outcomes are taught in approx 15 hours.{/ifingroup}{ifingroup GJBTE_3330603}This Course is designed according to the syllabus of paper code '3330603: Hydraulics' of GJBTE. This Course comprises of 30 Topics. 64 Outcomes are taught in approx 10 hours.{/ifingroup},{ifingroup UPBTE_4.3}This Course is designed according to the syllabus of paper code '4.3: Hydraulics and Pneumatics' of UPBTE. This Course comprises of 40 Topics. 96 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup PBBTE_4.2}This Course is designed according to the syllabus of paper code '4.2: Hydraulics and Pneumatics' of PBBTE. This Course comprises of 40 Topics. 96 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup PBBTE_3.1}This Course is designed according to the syllabus of paper code '3.1: Hydraulics and Pneumatics' of PBBTE. This Course comprises of 40 Topics. 96 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup HRBTE_4.3}This Course is designed according to the syllabus of paper code '4.3: Hydraulics and Pneumatics' of HRBTE. This Course comprises of 37 Topics. 88 Outcomes are taught in approx 13 hours.{/ifingroup}{ifingroup HRBTE_3.1}This Course is designed according to the syllabus of paper code '3.1: Hydraulics and Pneumatics' of HRBTE. This Course comprises of 37 Topics. 88 Outcomes are taught in approx 13 hours.{/ifingroup}{ifingroup DLBTE_ES325}This Course is designed according to the syllabus of paper code 'ES325: Fluid Mechanics and Fluid Machines' of DLBTE. This Course comprises of 38 Topics. 95 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup WBBTE_ME}This Course is designed according to the syllabus of paper code 'ME: Fluid Mechanics and Machinery' of WBBTE. This Course comprises of 27 Topics. 79 Outcomes are taught in approx 13 hours.{/ifingroup}{ifingroup WBBTE_AE}This Course is designed according to the syllabus of paper code 'AE: Fluid Mechanics and Machinery' of WBBTE. This Course comprises of 27 Topics. 79 Outcomes are taught in approx 13 hours.{/ifingroup}{ifingroup WBBTE_MEP}This Course is designed according to the syllabus of paper code 'MEP: Fluid Mechanics and Machinery' of WBBTE. This Course comprises of 27 Topics. 79 Outcomes are taught in approx 13 hours.{/ifingroup}{ifingroup RJBTE_ME202}This Course is designed according to the syllabus of paper code 'ME202: Fluid Mechanics and Machines' of RJBTE. This Course comprises of 41 Topics. 113 Outcomes are taught in approx 17 hours.{/ifingroup}{ifingroup RJBTE_MA202}This Course is designed according to the syllabus of paper code 'MA202: Fluid Mechanics and Machines' of RJBTE. This Course comprises of 41 Topics. 113 Outcomes are taught in approx 17 hours.{/ifingroup}{ifingroup MHBTE_22445}This Course is designed according to the syllabus of paper code '22445: Fluid Mechanics & Machinery ' of MHBTE. This Course comprises of 35 Topics. 107 Outcomes are taught in approx 16 hours.{/ifingroup}{ifingroup MPBTE_401}This Course is designed according to the syllabus of paper code '401: Fluid Mechanics and Hydraulic Machines' of MPBTE. This Course comprises of 45 Topics. 111 Outcomes are taught in approx 16 hours.{/ifingroup}{ifingroup GJBTE_3331903}This Course is designed according to the syllabus of paper code '3331903: Fluid Mechanics and Hydraulic Machines' of GJBTE. This Course comprises of 31 Topics. 89 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup UPBTE_3.1}This Course is designed according to the syllabus of paper code '3.1: Hydraulics and hydraulic machines' of UPBTE. This Course comprises of 35 Topics. 81 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup HRBTE_3.1}This Course is designed according to the syllabus of paper code '3.1: Fluid mechanics' of HRBTE. This Course comprises of 35 Topics. 81 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup PBBTE_3.1}This Course is designed according to the syllabus of paper code '3.1: Fluid mechanics' of PBBTE. This Course comprises of 35 Topics. 81 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup DLBTE_ES-320}This Course is designed according to the syllabus of paper code 'ES-320: Hydraulics' of DLBTE. This Course comprises of 33 Topics. 81 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup RJBTE_CE-202}This Course is designed according to the syllabus of paper code 'CE202: Fluid mechanics' of RJBTE. This Course comprises of 44 Topics. 99 Outcomes are taught in approx 15 hours.{/ifingroup}{ifingroup WBBTE_CE}This Course is designed according to the syllabus of paper code 'CE: Hydraulics' of WBBTE. This Course comprises of 42 Topics. 84 Outcomes are taught in approx 14 hours.{/ifingroup}{ifingroup MPBTE_304}This Course is designed according to the syllabus of paper code '304: Hydraulics' of MPBTE. This Course comprises of 40 Topics. 78 Outcomes are taught in approx 13 hours.{/ifingroup}{ifingroup MHBTE_22401}This Course is designed according to the syllabus of paper code '22401: Hydraulics' of MHBTE. This Course comprises of 34 Topics. 101 Outcomes are taught in approx 15 hours.{/ifingroup}{ifingroup GJBTE_3330603}This Course is designed according to the syllabus of paper code '3330603: Hydraulics' of GJBTE. This Course comprises of 30 Topics. 64 Outcomes are taught in approx 10 hours.{/ifingroup}
,,,PBBTE,4.2,PBBTE_4.2,Hydraulics and Pneumatics,40,96,14,71,9,{ifingroup PBBTE_4.2}This Course is designed according to the syllabus of paper code '4.2: Hydraulics and Pneumatics' of PBBTE. This Course comprises of 40 Topics. 96 Outcomes are taught in approx 14 hours.{/ifingroup},,
,,,PBBTE,3.1,PBBTE_3.1,Hydraulics and Pneumatics,40,96,14,71,9,{ifingroup PBBTE_3.1}This Course is designed according to the syllabus of paper code '3.1: Hydraulics and Pneumatics' of PBBTE. This Course comprises of 40 Topics. 96 Outcomes are taught in approx 14 hours.{/ifingroup},,
,,,HRBTE,4.3,HRBTE_4.3,Hydraulics and Pneumatics,37,88,13,64,8,{ifingroup HRBTE_4.3}This Course is designed according to the syllabus of paper code '4.3: Hydraulics and Pneumatics' of HRBTE. This Course comprises of 37 Topics. 88 Outcomes are taught in approx 13 hours.{/ifingroup},,
,,,HRBTE,3.1,HRBTE_3.1,Hydraulics and Pneumatics,37,88,13,64,8,{ifingroup HRBTE_3.1}This Course is designed according to the syllabus of paper code '3.1: Hydraulics and Pneumatics' of HRBTE. This Course comprises of 37 Topics. 88 Outcomes are taught in approx 13 hours.{/ifingroup},,
,,,DLBTE,ES325,DLBTE_ES325,Fluid Mechanics and Fluid Machines,38,95,14,68,9,{ifingroup DLBTE_ES325}This Course is designed according to the syllabus of paper code 'ES325: Fluid Mechanics and Fluid Machines' of DLBTE. This Course comprises of 38 Topics. 95 Outcomes are taught in approx 14 hours.{/ifingroup},,
,,,WBBTE,ME,WBBTE_ME,Fluid Mechanics and Machinery,27,79,13,55,7,{ifingroup WBBTE_ME}This Course is designed according to the syllabus of paper code 'ME: Fluid Mechanics and Machinery' of WBBTE. This Course comprises of 27 Topics. 79 Outcomes are taught in approx 13 hours.{/ifingroup},,
,,,WBBTE,AE,WBBTE_AE,Fluid Mechanics and Machinery,27,79,13,55,7,{ifingroup WBBTE_AE}This Course is designed according to the syllabus of paper code 'AE: Fluid Mechanics and Machinery' of WBBTE. This Course comprises of 27 Topics. 79 Outcomes are taught in approx 13 hours.{/ifingroup},,
,,,WBBTE,MEP,WBBTE_MEP,Fluid Mechanics and Machinery,27,79,13,55,7,{ifingroup WBBTE_MEP}This Course is designed according to the syllabus of paper code 'MEP: Fluid Mechanics and Machinery' of WBBTE. This Course comprises of 27 Topics. 79 Outcomes are taught in approx 13 hours.{/ifingroup},,
,,,RJBTE,ME202,RJBTE_ME202,Fluid Mechanics and Machines,41,113,17,82,11,{ifingroup RJBTE_ME202}This Course is designed according to the syllabus of paper code 'ME202: Fluid Mechanics and Machines' of RJBTE. This Course comprises of 41 Topics. 113 Outcomes are taught in approx 17 hours.{/ifingroup},,
,,,RJBTE,MA202,RJBTE_MA202,Fluid Mechanics and Machines,41,113,17,82,11,{ifingroup RJBTE_MA202}This Course is designed according to the syllabus of paper code 'MA202: Fluid Mechanics and Machines' of RJBTE. This Course comprises of 41 Topics. 113 Outcomes are taught in approx 17 hours.{/ifingroup},,
,,,MHBTE,22445,MHBTE_22445,Fluid Mechanics & Machinery ,35,107,16,77,10,{ifingroup MHBTE_22445}This Course is designed according to the syllabus of paper code '22445: Fluid Mechanics & Machinery ' of MHBTE. This Course comprises of 35 Topics. 107 Outcomes are taught in approx 16 hours.{/ifingroup},,
,,,MPBTE,401,MPBTE_401,Fluid Mechanics and Hydraulic Machines,45,111,16,80,10,{ifingroup MPBTE_401}This Course is designed according to the syllabus of paper code '401: Fluid Mechanics and Hydraulic Machines' of MPBTE. This Course comprises of 45 Topics. 111 Outcomes are taught in approx 16 hours.{/ifingroup},,
,,,GJBTE,3331903,GJBTE_3331903,Fluid Mechanics and Hydraulic Machines,31,89,14,67,9,{ifingroup GJBTE_3331903}This Course is designed according to the syllabus of paper code '3331903: Fluid Mechanics and Hydraulic Machines' of GJBTE. This Course comprises of 31 Topics. 89 Outcomes are taught in approx 14 hours.{/ifingroup},,
,,,UPBTE,3.1,UPBTE_3.1,Hydraulics and hydraulic machines,35,81,14,71,8,{ifingroup UPBTE_3.1}This Course is designed according to the syllabus of paper code '3.1: Hydraulics and hydraulic machines' of UPBTE. This Course comprises of 35 Topics. 81 Outcomes are taught in approx 14 hours.{/ifingroup},,
