S.N,Subject Name,Password,University short name,Paper code,Group Name,University Subject Name,# Topics,# CLOs,CLO time,# PLOs,PLO Time,# GPSM,# GLOs,GLO Time,LABEL FORMULA,CLUSTER,VALUE
,,,MAKAUT,PC-EI303,MAKAUT_PC-EI303,Analog Integrated Circuits,78,195,53,197,23,21,61,9,"{ifingroup MAKAUT_PC-EI303}Course for 'PC-EI303: Analog Integrated Circuits' paper of MAKAUT. Comprises 195 Outcomes within 78 Topics, taught over 53 hours.{/ifingroup}",,
,,,MAKAUT,PC-IC302,MAKAUT_PC-IC302,Analog Integrated Circuits,77,180,58,192,27,20,67,10,"{ifingroup MAKAUT_PC-IC302}Course for 'PC-IC302: Analog Integrated Circuits' paper of MAKAUT. Comprises 180 Outcomes within 77 Topics, taught over 58 hours.{/ifingroup}",,
,,,MAKAUT,PC-EE-302,MAKAUT_PC-EE-302,Analog Electronics,75,186,51,192,25,19,58,8,"{ifingroup MAKAUT_PC-EE-302}Course for 'PC-EE-302: Analog Electronics' paper of MAKAUT. Comprises 186 Outcomes within 75 Topics, taught over 51 hours.{/ifingroup}",,
,,,MRSPTU,BECE2-516,MRSPTU_BECE2-516,Linear Integrated Circuits,37,78,17,78,7,8,24,3,"{ifingroup MRSPTU_BECE2-516}Course for 'BECE2-516: Linear Integrated Circuits' paper of MRSPTU. Comprises 78 Outcomes within 37 Topics, taught over 17 hours.{/ifingroup}",,
,,,MRSPTU,BECE3-517,MRSPTU_BECE3-517,Linear Integrated Circuits,37,78,17,78,7,8,24,3,"{ifingroup MRSPTU_BECE3-517}Course for 'BECE3-517: Linear Integrated Circuits' paper of MRSPTU. Comprises 78 Outcomes within 37 Topics, taught over 17 hours.{/ifingroup}",,
,,,MRSPTU,BEEES1-402,MRSPTU_BEEES1-402,Analog Electronic Circuits,39,107,28,97,12,13,35,5,"{ifingroup MRSPTU_BEEES1-402}Course for 'BEEES1-402: Analog Electronic Circuits' paper of MRSPTU. Comprises 107 Outcomes within 39 Topics, taught over 28 hours.{/ifingroup}",,
,,,MRSPTU,BECES1-402,MRSPTU_BECES1-402,Analog Electronic Circuits,39,107,28,97,12,13,35,5,"{ifingroup MRSPTU_BECES1-402}Course for 'BECES1-402: Analog Electronic Circuits' paper of MRSPTU. Comprises 107 Outcomes within 39 Topics, taught over 28 hours.{/ifingroup}",,
,,,MRSPTU,BELES1-302,MRSPTU_BELES1-302,Analog Electronic Circuits,83,190,60,202,30,20,62,9,"{ifingroup MRSPTU_BELES1-302}Course for 'BELES1-302: Analog Electronic Circuits' paper of MRSPTU. Comprises 190 Outcomes within 83 Topics, taught over 60 hours.{/ifingroup}",,
,,,RGPV,EC405,RGPV_EC405,Analog Circuits,40,82,19,80,7,9,26,3,"{ifingroup RGPV_EC405}Course for 'EC405: Analog Circuits' paper of RGPV. Comprises 82 Outcomes within 40 Topics, taught over 19 hours.{/ifingroup}",,
,,,RGPV,EI402,RGPV_EI402,Analog Electronics,62,146,36,141,18,13,39,5,"{ifingroup RGPV_EI402}Course for 'EI402: Analog Electronics' paper of RGPV. Comprises 146 Outcomes within 62 Topics, taught over 36 hours.{/ifingroup}",,
,,,RGPV,EE304,RGPV_EE304,Analog Electronics,85,213,60,213,26,23,68,9,"{ifingroup RGPV_EE304}Course for 'EE304: Analog Electronics' paper of RGPV. Comprises 213 Outcomes within 85 Topics, taught over 60 hours.{/ifingroup}",,
,,,RTU,4EC4-04,RTU_4EC4-04,Analog Circuits,63,151,47,155,23,17,48,7,"{ifingroup RTU_4EC4-04}Course for '4EC4-04: Analog Circuits' paper of RTU. Comprises 151 Outcomes within 63 Topics, taught over 47 hours.{/ifingroup}",,
,,,RTU,4EI4-04,RTU_4EI4-04,Analog Circuits,63,151,47,155,23,17,48,7,"{ifingroup RTU_4EI4-04}Course for '4EI4-04: Analog Circuits' paper of RTU. Comprises 151 Outcomes within 63 Topics, taught over 47 hours.{/ifingroup}",,
,,,RTU,3EE4-06,RTU_3EE4-06,Analog Electronics,69,156,51,169,24,17,56,8,"{ifingroup RTU_3EE4-06}Course for '3EE4-06: Analog Electronics' paper of RTU. Comprises 156 Outcomes within 69 Topics, taught over 51 hours.{/ifingroup}",,
,,,RTU,3EX4-06,RTU_3EX4-06,Analog Electronics,69,156,51,169,24,17,56,8,"{ifingroup RTU_3EX4-06}Course for '3EX4-06: Analog Electronics' paper of RTU. Comprises 156 Outcomes within 69 Topics, taught over 51 hours.{/ifingroup}",,
