S.N,Subject Name,Password,University short name,Paper code,Group Name,University Subject Name,# Topics,# CLOs,CLO time,# PLOs,PLO Time,# GPSM,# GLOs,GLO Time,LABEL FORMULA,CLUSTER,VALUE
,,,GTU,2141906,GTU_2141906,Fluid Mechanics ,50,141,51,109,21,17,52,5,"{ifingroup GTU_2141906}Course for '2141906: Fluid Mechanics ' paper of GTU. Comprises 141 Outcomes within 50 Topics, taught over 51 hours.{/ifingroup}",,
,,,GTU,2152003,GTU_2152003,Fluid Mechanics and Machines,56,161,52,121,22,16,49,5,"{ifingroup GTU_2152003}Course for '2152003: Fluid Mechanics and Machines' paper of GTU. Comprises 161 Outcomes within 56 Topics, taught over 52 hours.{/ifingroup}",,
,,,GTU,3331903,GTU_3331903,Fluid Mechanics and Hydraulic Machines,36,106,50,79,20,9,29,3,"{ifingroup GTU_3331903}Course for '3331903: Fluid Mechanics and Hydraulic Machines' paper of GTU. Comprises 106 Outcomes within 36 Topics, taught over 50 hours.{/ifingroup}",,
,,,IKGPTU,BTAE303-18,IKGPTU_BTAE303-18,Fluid Mechanics ,39,110,62,82,33,11,33,4,"{ifingroup IKGPTU_BTAE303-18}Course for 'BTAE303-18: Fluid Mechanics ' paper of IKGPTU. Comprises 110 Outcomes within 39 Topics, taught over 62 hours.{/ifingroup}",,
,,,IKGPTU,BTANE302-18,IKGPTU_BTANE302-18,Fluid Mechanics ,45,134,61,102,31,15,45,5,"{ifingroup IKGPTU_BTANE302-18}Course for 'BTANE302-18: Fluid Mechanics ' paper of IKGPTU. Comprises 134 Outcomes within 45 Topics, taught over 61 hours.{/ifingroup}",,
,,,IKGPTU,BTASE304-18,IKGPTU_BTASE304-18,Fluid Mechanics ,45,134,61,102,31,15,45,5,"{ifingroup IKGPTU_BTASE304-18}Course for 'BTASE304-18: Fluid Mechanics ' paper of IKGPTU. Comprises 134 Outcomes within 45 Topics, taught over 61 hours.{/ifingroup}",,
,,,IKGPTU,BTCE303-18,IKGPTU_BTCE303-18,Fluid Mechanics ,41,127,62,93,27,14,41,4,"{ifingroup IKGPTU_BTCE303-18}Course for 'BTCE303-18: Fluid Mechanics ' paper of IKGPTU. Comprises 127 Outcomes within 41 Topics, taught over 62 hours.{/ifingroup}",,
,,,IKGPTU,BTME301-18,IKGPTU_BTME301-18,Fluid Mechanics ,45,134,61,102,31,15,45,5,"{ifingroup IKGPTU_BTME301-18}Course for 'BTME301-18: Fluid Mechanics ' paper of IKGPTU. Comprises 134 Outcomes within 45 Topics, taught over 61 hours.{/ifingroup}",,
,,,IKGPTU,BTME-403,IKGPTU_BTME-403,Fluid Mechanics ,45,134,61,102,31,15,45,5,"{ifingroup IKGPTU_BTME-403}Course for 'BTME-403: Fluid Mechanics ' paper of IKGPTU. Comprises 134 Outcomes within 45 Topics, taught over 61 hours.{/ifingroup}",,
,,,IKGPTU,BTPE-402,IKGPTU_BTPE-402,Fluid Mechanics & Fluid Machinery ,48,138,62,102,32,12,37,4,"{ifingroup IKGPTU_BTPE-402}Course for 'BTPE-402: Fluid Mechanics & Fluid Machinery ' paper of IKGPTU. Comprises 138 Outcomes within 48 Topics, taught over 62 hours.{/ifingroup}",,
,,,JCBUST,PCC-AE-205,JCBUST_PCC-AE-205,Fluid Mechanics and Fluid Machines ,49,144,66,111,37,18,58,6,"{ifingroup JCBUST_PCC-AE-205}Course for 'PCC-AE-205: Fluid Mechanics and Fluid Machines ' paper of JCBUST. Comprises 144 Outcomes within 49 Topics, taught over 66 hours.{/ifingroup}",,
,,,JCBUST,PCCCE204,JCBUST_PCCCE204,Introduction to Fluid Mechanics,36,109,63,81,29,12,32,4,"{ifingroup JCBUST_PCCCE204}Course for 'PCCCE204: Introduction to Fluid Mechanics' paper of JCBUST. Comprises 109 Outcomes within 36 Topics, taught over 63 hours.{/ifingroup}",,
,,,JCBUST,PCC-MAE-205,JCBUST_PCC-MAE-205,Fluid Mechanics and Fluid Machines ,49,144,66,111,37,18,58,6,"{ifingroup JCBUST_PCC-MAE-205}Course for 'PCC-MAE-205: Fluid Mechanics and Fluid Machines ' paper of JCBUST. Comprises 144 Outcomes within 49 Topics, taught over 66 hours.{/ifingroup}",,
,,,JCBUST,PCC-ME-205,JCBUST_PCC-ME-205,Fluid Mechanics and Fluid Machines ,49,144,66,111,37,18,58,6,"{ifingroup JCBUST_PCC-ME-205}Course for 'PCC-ME-205: Fluid Mechanics and Fluid Machines ' paper of JCBUST. Comprises 144 Outcomes within 49 Topics, taught over 66 hours.{/ifingroup}",,
,,,MAKAUT,CE-ES-401,MAKAUT_CE-ES-401,Introduction to Fluid Mechanics,46,121,61,88,26,11,38,4,"{ifingroup MAKAUT_CE-ES-401}Course for 'CE-ES-401: Introduction to Fluid Mechanics' paper of MAKAUT. Comprises 121 Outcomes within 46 Topics, taught over 61 hours.{/ifingroup}",,
,,,MAKAUT,ME-401,MAKAUT_ME-401,Fluid Mechanics & Hydraulic Machines ,56,162,60,120,31,16,49,5,"{ifingroup MAKAUT_ME-401}Course for 'ME-401: Fluid Mechanics & Hydraulic Machines ' paper of MAKAUT. Comprises 162 Outcomes within 56 Topics, taught over 60 hours.{/ifingroup}",,
,,,MAKAUT,PC-AUE402,MAKAUT_PC-AUE402,Fluid Mechanics & Hydraulic Machines ,46,142,59,105,30,16,49,5,"{ifingroup MAKAUT_PC-AUE402}Course for 'PC-AUE402: Fluid Mechanics & Hydraulic Machines ' paper of MAKAUT. Comprises 142 Outcomes within 46 Topics, taught over 59 hours.{/ifingroup}",,
,,,MAKAUT,PC-ME402,MAKAUT_PC-ME402,Fluid Mechanics & Hydraulic Machines ,46,142,59,105,30,16,49,5,"{ifingroup MAKAUT_PC-ME402}Course for 'PC-ME402: Fluid Mechanics & Hydraulic Machines ' paper of MAKAUT. Comprises 142 Outcomes within 46 Topics, taught over 59 hours.{/ifingroup}",,
,,,MRSPTU,BAEE2-301,MRSPTU_BAEE2-301,Fluid Mechanics ,53,160,64,122,34,20,64,6,"{ifingroup MRSPTU_BAEE2-301}Course for 'BAEE2-301: Fluid Mechanics ' paper of MRSPTU. Comprises 160 Outcomes within 53 Topics, taught over 64 hours.{/ifingroup}",,
,,,MRSPTU,BCIE3-413,MRSPTU_BCIE3-413,Fluid Mechanics ,46,132,63,102,34,16,48,5,"{ifingroup MRSPTU_BCIE3-413}Course for 'BCIE3-413: Fluid Mechanics ' paper of MRSPTU. Comprises 132 Outcomes within 46 Topics, taught over 63 hours.{/ifingroup}",,
,,,MRSPTU,BCIES1-404,MRSPTU_BCIES1-404,Introduction to Fluid Mechanics,47,130,63,100,28,16,48,5,"{ifingroup MRSPTU_BCIES1-404}Course for 'BCIES1-404: Introduction to Fluid Mechanics' paper of MRSPTU. Comprises 130 Outcomes within 47 Topics, taught over 63 hours.{/ifingroup}",,
,,,MRSPTU,BMECS1-302,MRSPTU_BMECS1-302,Fluid Mechanics ,46,132,63,102,34,16,48,5,"{ifingroup MRSPTU_BMECS1-302}Course for 'BMECS1-302: Fluid Mechanics ' paper of MRSPTU. Comprises 132 Outcomes within 46 Topics, taught over 63 hours.{/ifingroup}",,
,,,MRSPTU,BMEE3-413,MRSPTU_BMEE3-413,Fluid Mecahnics and Machinery,46,132,63,102,34,15,45,5,"{ifingroup MRSPTU_BMEE3-413}Course for 'BMEE3-413: Fluid Mecahnics and Machinery' paper of MRSPTU. Comprises 132 Outcomes within 46 Topics, taught over 63 hours.{/ifingroup}",,
,,,MRSPTU,BMEE4-413,MRSPTU_BMEE4-413,Fluid Mechanics ,46,135,65,104,36,16,48,5,"{ifingroup MRSPTU_BMEE4-413}Course for 'BMEE4-413: Fluid Mechanics ' paper of MRSPTU. Comprises 135 Outcomes within 46 Topics, taught over 65 hours.{/ifingroup}",,
,,,RGPV,AU404,RGPV_AU404,Fluid Mechanics ,48,142,58,105,29,18,54,5,"{ifingroup RGPV_AU404}Course for 'AU404: Fluid Mechanics ' paper of RGPV. Comprises 142 Outcomes within 48 Topics, taught over 58 hours.{/ifingroup}",,
,,,RGPV,CE501,RGPV_CE501,Fluid Mechanics-I,41,122,61,93,26,15,44,5,"{ifingroup RGPV_CE501}Course for 'CE501: Fluid Mechanics-I' paper of RGPV. Comprises 122 Outcomes within 41 Topics, taught over 61 hours.{/ifingroup}",,
,,,RGPV,IP404,RGPV_IP404,Fluid Mechanics ,48,142,58,105,29,18,54,5,"{ifingroup RGPV_IP404}Course for 'IP404: Fluid Mechanics ' paper of RGPV. Comprises 142 Outcomes within 48 Topics, taught over 58 hours.{/ifingroup}",,
,,,RGPV,ME404,RGPV_ME404,Fluid Mechanics ,48,142,58,105,29,18,54,5,"{ifingroup RGPV_ME404}Course for 'ME404: Fluid Mechanics ' paper of RGPV. Comprises 142 Outcomes within 48 Topics, taught over 58 hours.{/ifingroup}",,
,,,RTU,3AN4-04,RTU_3AN4-04,Incompressible Fluid Mechanics ,46,140,52,104,23,18,55,5,"{ifingroup RTU_3AN4-04}Course for '3AN4-04: Incompressible Fluid Mechanics ' paper of RTU. Comprises 140 Outcomes within 46 Topics, taught over 52 hours.{/ifingroup}",,
,,,RTU,3CE4-06,RTU_3CE4-06,Fluid Mechanics ,34,105,58,83,23,12,36,4,"{ifingroup RTU_3CE4-06}Course for '3CE4-06: Fluid Mechanics ' paper of RTU. Comprises 105 Outcomes within 34 Topics, taught over 58 hours.{/ifingroup}",,
