S.N,Subject Name,Password,University short name,Paper code,Group Name,University Subject Name,# Topics,# CLOs,CLO time,# PLOs,PLO Time,# GPSM,# GLOs,GLO Time,LABEL FORMULA,CLUSTER,VALUE
2,"Numerical Methods (VEGCCNM)",v2lbt-num,DBATU,BTBSC406,DBATU_BTBSC406,Numerical Methods and Computer Programming ,28,70,21,41,19,,,,"{ifingroup DBATU_BTBSC406}Course for 'BTBSC406: Numerical Methods and Computer Programming ' paper of DBATU. Comprises 70 Outcomes within 28 Topics, taught over 21 hours.{/ifingroup}","{ifingroup DBATU_BTBSC406}Course for 'BTBSC406: Numerical Methods and Computer Programming ' paper of DBATU. Comprises 70 Outcomes within 28 Topics, taught over 21 hours.{/ifingroup}{ifingroup DBATU_BTCOE405-A}Course for 'BTCOE405-A: Numerical Methods' paper of DBATU. Comprises 68 Outcomes within 27 Topics, taught over 21 hours.{/ifingroup}{ifingroup DBATU_BTCVE404A}Course for 'BTCVE404A: Numerical Methods in Engineering' paper of DBATU. Comprises 78 Outcomes within 33 Topics, taught over 25 hours.{/ifingroup}{ifingroup DBATU_BTMEC404}Course for 'BTMEC404: Numerical Methods in Mechanical Engineering' paper of DBATU. Comprises 70 Outcomes within 28 Topics, taught over 21 hours.{/ifingroup}{ifingroup GGSIPU_ETMA-203}Course for 'ETMA-203: Numerical Analysis & Statistical Techniques ' paper of GGSIPU. Comprises 76 Outcomes within 31 Topics, taught over 24 hours.{/ifingroup}{ifingroup GTU_2140606}Course for '2140606: Numerical and Statistical Methods for Civil Engineering ' paper of GTU. Comprises 92 Outcomes within 38 Topics, taught over 27 hours.{/ifingroup}{ifingroup GTU_2140706}Course for '2140706: Numerical and Statistical Methods for Computer Engineering' paper of GTU. Comprises 70 Outcomes within 28 Topics, taught over 21 hours.{/ifingroup}{ifingroup MAKAUT_MCS-301}Course for 'MCS-301: Numerical Methods (BS) ' paper of MAKAUT. Comprises 72 Outcomes within 29 Topics, taught over 23 hours.{/ifingroup}{ifingroup MRSPTU_BCIE1-627}Course for 'BCIE1-627: Numerical methods in Civil engineering' paper of MRSPTU. Comprises 61 Outcomes within 24 Topics, taught over 19 hours.{/ifingroup}{ifingroup AKTU_KAS103}Course for 'KAS103: Mathematics-I' paper of AKTU. Comprises 134 Outcomes within 51 Topics, taught over 31 hours.{/ifingroup}{ifingroup DBATU_BTBS101}Course for 'BTBS101: Engineering Mathematics-I' paper of DBATU. Comprises 107 Outcomes within 41 Topics, taught over 25 hours.{/ifingroup}","{ifingroup DBATU_BTBSC406}Course for 'BTBSC406: Numerical Methods and Computer Programming ' paper of DBATU. Comprises 70 Outcomes within 28 Topics, taught over 21 hours.{/ifingroup}{ifingroup DBATU_BTCOE405-A}Course for 'BTCOE405-A: Numerical Methods' paper of DBATU. Comprises 68 Outcomes within 27 Topics, taught over 21 hours.{/ifingroup}{ifingroup DBATU_BTCVE404A}Course for 'BTCVE404A: Numerical Methods in Engineering' paper of DBATU. Comprises 78 Outcomes within 33 Topics, taught over 25 hours.{/ifingroup}{ifingroup DBATU_BTMEC404}Course for 'BTMEC404: Numerical Methods in Mechanical Engineering' paper of DBATU. Comprises 70 Outcomes within 28 Topics, taught over 21 hours.{/ifingroup}{ifingroup GGSIPU_ETMA-203}Course for 'ETMA-203: NUMERICAL ANALYSIS & STATISTICAL TECHNIQUES ' paper of GGSIPU. Comprises 76 Outcomes within 31 Topics, taught over 24 hours.{/ifingroup}{ifingroup GTU_2140606}Course for '2140606: Numerical and Statistical Methods for Civil Engineering ' paper of GTU. Comprises 92 Outcomes within 38 Topics, taught over 27 hours.{/ifingroup}{ifingroup GTU_2140706}Course for '2140706: Numerical and Statistical Methods for Computer Engineering' paper of GTU. Comprises 70 Outcomes within 28 Topics, taught over 21 hours.{/ifingroup}{ifingroup MAKAUT_MCS-301}Course for 'MCS-301: Numerical Methods (BS) ' paper of MAKAUT. Comprises 72 Outcomes within 29 Topics, taught over 23 hours.{/ifingroup}{ifingroup MRSPTU_BCIE1-627}Course for 'BCIE1-627: Numerical methods in Civil engineering' paper of MRSPTU. Comprises 61 Outcomes within 24 Topics, taught over 19 hours.{/ifingroup}{ifingroup AKTU_KAS103}Course for 'KAS103: Mathematics-I' paper of AKTU. Comprises 134 Outcomes within 51 Topics, taught over 31 hours.{/ifingroup}{ifingroup DBATU_BTBS101}Course for 'BTBS101: Engineering Mathematics-I' paper of DBATU. Comprises 107 Outcomes within 41 Topics, taught over 25 hours.{/ifingroup}"
,,,DBATU,BTCOE405-A,DBATU_BTCOE405-A,Numerical Methods,27,68,21,41,19,,,,"{ifingroup DBATU_BTCOE405-A}Course for 'BTCOE405-A: Numerical Methods' paper of DBATU. Comprises 68 Outcomes within 27 Topics, taught over 21 hours.{/ifingroup}",,
,,,DBATU,BTCVE404A,DBATU_BTCVE404A,Numerical Methods in Engineering,33,78,25,51,22,,,,"{ifingroup DBATU_BTCVE404A}Course for 'BTCVE404A: Numerical Methods in Engineering' paper of DBATU. Comprises 78 Outcomes within 33 Topics, taught over 25 hours.{/ifingroup}",,
,,,DBATU,BTMEC404,DBATU_BTMEC404,Numerical Methods in Mechanical Engineering,28,70,21,41,19,,,,"{ifingroup DBATU_BTMEC404}Course for 'BTMEC404: Numerical Methods in Mechanical Engineering' paper of DBATU. Comprises 70 Outcomes within 28 Topics, taught over 21 hours.{/ifingroup}",,
,,,GGSIPU,ETMA-203,GGSIPU_ETMA-203,Numerical Analysis & Statistical Techniques ,31,76,24,49,21,,,,"{ifingroup GGSIPU_ETMA-203}Course for 'ETMA-203: Numerical Analysis & Statistical Techniques ' paper of GGSIPU. Comprises 76 Outcomes within 31 Topics, taught over 24 hours.{/ifingroup}",,
,,,GTU,2140606,GTU_2140606,Numerical and Statistical Methods for Civil Engineering ,38,92,27,57,24,,,,"{ifingroup GTU_2140606}Course for '2140606: Numerical and Statistical Methods for Civil Engineering ' paper of GTU. Comprises 92 Outcomes within 38 Topics, taught over 27 hours.{/ifingroup}",,
,,,GTU,2140706,GTU_2140706,Numerical and Statistical Methods for Computer Engineering,28,70,21,41,19,,,,"{ifingroup GTU_2140706}Course for '2140706: Numerical and Statistical Methods for Computer Engineering' paper of GTU. Comprises 70 Outcomes within 28 Topics, taught over 21 hours.{/ifingroup}",,
,,,MAKAUT,MCS-301,MAKAUT_MCS-301,Numerical Methods (BS) ,29,72,23,45,20,,,,"{ifingroup MAKAUT_MCS-301}Course for 'MCS-301: Numerical Methods (BS) ' paper of MAKAUT. Comprises 72 Outcomes within 29 Topics, taught over 23 hours.{/ifingroup}",,
,,,MRSPTU,BCIE1-627,MRSPTU_BCIE1-627,Numerical methods in Civil engineering,24,61,19,38,16,,,,"{ifingroup MRSPTU_BCIE1-627}Course for 'BCIE1-627: Numerical methods in Civil engineering' paper of MRSPTU. Comprises 61 Outcomes within 24 Topics, taught over 19 hours.{/ifingroup}",,
3,Engineering Math 1 (VEGCCM-I),v2lbt-math1,AKTU,KAS103,AKTU_KAS103,Mathematics-I,51,134,31,121,27,,,,"{ifingroup AKTU_KAS103}Course for 'KAS103: Mathematics-I' paper of AKTU. Comprises 134 Outcomes within 51 Topics, taught over 31 hours.{/ifingroup}","{ifingroup AKTU_KAS103}Course for 'KAS103: Mathematics-I' paper of AKTU. Comprises 134 Outcomes within 51 Topics, taught over 31 hours.{/ifingroup}{ifingroup DBATU_BTBS101}Course for 'BTBS101: Engineering Mathematics-I' paper of DBATU. Comprises 107 Outcomes within 41 Topics, taught over 25 hours.{/ifingroup}{ifingroup GGSIPU_ETMA-101}Course for 'ETMA-101: Applied Mathematics-I' paper of GGSIPU. Comprises 122 Outcomes within 44 Topics, taught over 28 hours.{/ifingroup}{ifingroup GTU_3110014}Course for '3110014: Mathematics-I' paper of GTU. Comprises 137 Outcomes within 52 Topics, taught over 32 hours.{/ifingroup}{ifingroup IKGPTU_BTAM104-18}Course for 'BTAM104-18: Maths-I' paper of IKGPTU. Comprises 108 Outcomes within 41 Topics, taught over 27 hours.{/ifingroup}{ifingroup JCBUST_BSC103A}Course for 'BSC103A: Mathematics-I (Calculus and Linear Algebra)' paper of JCBUST. Comprises 165 Outcomes within 62 Topics, taught over 37 hours.{/ifingroup}{ifingroup JCBUST_BSC103B}Course for 'BSC103B: Mathematics-I (Calculus, Multivariable Calculus & Linear Algebra)' paper of JCBUST. Comprises 165 Outcomes within 62 Topics, taught over 37 hours.{/ifingroup}{ifingroup JCBUST_BSC103C}Course for 'BSC103C: Mathematics-I (Calculus and Differential Equations)' paper of JCBUST. Comprises 246 Outcomes within 96 Topics, taught over 63 hours.{/ifingroup}{ifingroup JCBUST_BSC103D}Course for 'BSC103D: Mathematics-I (Calculus and Linear Algebra)' paper of JCBUST. Comprises 153 Outcomes within 58 Topics, taught over 35 hours.{/ifingroup}{ifingroup JCBUST_BSC103E}Course for 'BSC103E: Mathematics-I (Calculus and Linear Algebra)' paper of JCBUST. Comprises 165 Outcomes within 62 Topics, taught over 37 hours.{/ifingroup}{ifingroup MAKAUT_BS-M101}Course for 'BS-M101: Mathematics-IA' paper of MAKAUT. Comprises 101 Outcomes within 38 Topics, taught over 23 hours.{/ifingroup}{ifingroup MAKAUT_BS-M102}Course for 'BS-M102: Mathematics-IB' paper of MAKAUT. Comprises 165 Outcomes within 62 Topics, taught over 37 hours.{/ifingroup}","{ifingroup AKTU_KAS103}Course for 'KAS103: Mathematics-I' paper of AKTU. Comprises 134 Outcomes within 51 Topics, taught over 31 hours.{/ifingroup}{ifingroup DBATU_BTBS101}Course for 'BTBS101: Engineering Mathematics-I' paper of DBATU. Comprises 107 Outcomes within 41 Topics, taught over 25 hours.{/ifingroup}{ifingroup GGSIPU_ETMA-101}Course for 'ETMA-101: Applied Mathematics-I' paper of GGSIPU. Comprises 122 Outcomes within 44 Topics, taught over 28 hours.{/ifingroup}{ifingroup GTU_3110014}Course for '3110014: Mathematics-I' paper of GTU. Comprises 137 Outcomes within 52 Topics, taught over 32 hours.{/ifingroup}{ifingroup IKGPTU_BTAM104-18}Course for 'BTAM104-18: Maths-I' paper of IKGPTU. Comprises 108 Outcomes within 41 Topics, taught over 27 hours.{/ifingroup}{ifingroup JCBUST_BSC103A}Course for 'BSC103A: Mathematics-I (Calculus and Linear Algebra)' paper of JCBUST. Comprises 165 Outcomes within 62 Topics, taught over 37 hours.{/ifingroup}{ifingroup JCBUST_BSC103B}Course for 'BSC103B: Mathematics-I (Calculus, Multivariable Calculus & Linear Algebra)' paper of JCBUST. Comprises 165 Outcomes within 62 Topics, taught over 37 hours.{/ifingroup}{ifingroup JCBUST_BSC103C}Course for 'BSC103C: Mathematics-I (Calculus and Differential Equations)' paper of JCBUST. Comprises 246 Outcomes within 96 Topics, taught over 63 hours.{/ifingroup}{ifingroup JCBUST_BSC103D}Course for 'BSC103D: Mathematics-I (Calculus and Linear Algebra)' paper of JCBUST. Comprises 153 Outcomes within 58 Topics, taught over 35 hours.{/ifingroup}{ifingroup JCBUST_BSC103E}Course for 'BSC103E: Mathematics-I (Calculus and Linear Algebra)' paper of JCBUST. Comprises 165 Outcomes within 62 Topics, taught over 37 hours.{/ifingroup}{ifingroup MAKAUT_BS-M101}Course for 'BS-M101: Mathematics-IA' paper of MAKAUT. Comprises 101 Outcomes within 38 Topics, taught over 23 hours.{/ifingroup}{ifingroup MAKAUT_BS-M102}Course for 'BS-M102: Mathematics-IB' paper of MAKAUT. Comprises 165 Outcomes within 62 Topics, taught over 37 hours.{/ifingroup}"
,,,DBATU,BTBS101,DBATU_BTBS101,Engineering Mathematics-I,41,107,25,97,21,,,,"{ifingroup DBATU_BTBS101}Course for 'BTBS101: Engineering Mathematics-I' paper of DBATU. Comprises 107 Outcomes within 41 Topics, taught over 25 hours.{/ifingroup}",,
,,,GGSIPU,ETMA-101,GGSIPU_ETMA-101,Applied Mathematics-I,44,122,28,101,25,,,,"{ifingroup GGSIPU_ETMA-101}Course for 'ETMA-101: Applied Mathematics-I' paper of GGSIPU. Comprises 122 Outcomes within 44 Topics, taught over 28 hours.{/ifingroup}",,
,,,GTU,3110014,GTU_3110014,Mathematics-I,52,137,32,114,27,,,,"{ifingroup GTU_3110014}Course for '3110014: Mathematics-I' paper of GTU. Comprises 137 Outcomes within 52 Topics, taught over 32 hours.{/ifingroup}",,
,,,IKGPTU,BTAM104-18,IKGPTU_BTAM104-18,Maths-I,41,108,27,91,22,,,,"{ifingroup IKGPTU_BTAM104-18}Course for 'BTAM104-18: Maths-I' paper of IKGPTU. Comprises 108 Outcomes within 41 Topics, taught over 27 hours.{/ifingroup}",,
,,,JCBUST,BSC103A,JCBUST_BSC103A,Mathematics-I (Calculus and Linear Algebra),62,165,37,138,34,,,,"{ifingroup JCBUST_BSC103A}Course for 'BSC103A: Mathematics-I (Calculus and Linear Algebra)' paper of JCBUST. Comprises 165 Outcomes within 62 Topics, taught over 37 hours.{/ifingroup}",,
,,,JCBUST,BSC103B,JCBUST_BSC103B,"Mathematics-I (Calculus, Multivariable Calculus & Linear Algebra)",62,165,37,138,34,,,,"{ifingroup JCBUST_BSC103B}Course for 'BSC103B: Mathematics-I (Calculus, Multivariable Calculus & Linear Algebra)' paper of JCBUST. Comprises 165 Outcomes within 62 Topics, taught over 37 hours.{/ifingroup}",,
,,,JCBUST,BSC103C,JCBUST_BSC103C,Mathematics-I (Calculus and Differential Equations),96,246,63,184,58,,,,"{ifingroup JCBUST_BSC103C}Course for 'BSC103C: Mathematics-I (Calculus and Differential Equations)' paper of JCBUST. Comprises 246 Outcomes within 96 Topics, taught over 63 hours.{/ifingroup}",,
,,,JCBUST,BSC103D,JCBUST_BSC103D,Mathematics-I (Calculus and Linear Algebra),58,153,35,129,31,,,,"{ifingroup JCBUST_BSC103D}Course for 'BSC103D: Mathematics-I (Calculus and Linear Algebra)' paper of JCBUST. Comprises 153 Outcomes within 58 Topics, taught over 35 hours.{/ifingroup}",,
,,,JCBUST,BSC103E,JCBUST_BSC103E,Mathematics-I (Calculus and Linear Algebra),62,165,37,138,34,,,,"{ifingroup JCBUST_BSC103E}Course for 'BSC103E: Mathematics-I (Calculus and Linear Algebra)' paper of JCBUST. Comprises 165 Outcomes within 62 Topics, taught over 37 hours.{/ifingroup}",,
,,,MAKAUT,BS-M101,MAKAUT_BS-M101,Mathematics-IA,38,101,23,89,19,,,,"{ifingroup MAKAUT_BS-M101}Course for 'BS-M101: Mathematics-IA' paper of MAKAUT. Comprises 101 Outcomes within 38 Topics, taught over 23 hours.{/ifingroup}",,
,,,MAKAUT,BS-M102,MAKAUT_BS-M102,Mathematics-IB,62,165,37,138,34,,,,"{ifingroup MAKAUT_BS-M102}Course for 'BS-M102: Mathematics-IB' paper of MAKAUT. Comprises 165 Outcomes within 62 Topics, taught over 37 hours.{/ifingroup}",,
,,,MRSPTU,BMAT0-101,MRSPTU_BMAT0-101,Mathematics-I,54,148,33,123,29,,,,"{ifingroup MRSPTU_BMAT0-101}Course for 'BMAT0-101: Mathematics-I' paper of MRSPTU. Comprises 148 Outcomes within 54 Topics, taught over 33 hours.{/ifingroup}",,
,,,RGPV,BT102,RGPV_BT102,Mathematics-I,38,106,24,85,20,,,,"{ifingroup RGPV_BT102}Course for 'BT102: Mathematics-I' paper of RGPV. Comprises 106 Outcomes within 38 Topics, taught over 24 hours.{/ifingroup}",,
,,,RTU,1FY2-01,RTU_1FY2-01,Engineering Mathematics-I,39,106,25,85,23,,,,"{ifingroup RTU_1FY2-01}Course for '1FY2-01: Engineering Mathematics-I' paper of RTU. Comprises 106 Outcomes within 39 Topics, taught over 25 hours.{/ifingroup}",,
4,Engineering Math 2 (VEGCCM-II),v2lbt-math2,AKTU,KAS203,AKTU_KAS203,Mathematics-II,62,168,40,135,35,,,,"{ifingroup AKTU_KAS203}Course for 'KAS203: Mathematics-II' paper of AKTU. Comprises 168 Outcomes within 62 Topics, taught over 40 hours.{/ifingroup}","{ifingroup AKTU_KAS203}Course for 'KAS203: Mathematics-II' paper of AKTU. Comprises 168 Outcomes within 62 Topics, taught over 40 hours.{/ifingroup}{ifingroup DBATU_BTBS201}Course for 'BTBS201: Engineering Mathematics-II' paper of DBATU. Comprises 89 Outcomes within 36 Topics, taught over 23 hours.{/ifingroup}{ifingroup GGSIPU_ETMA-102}Course for 'ETMA-102: Applied Mathematics-II' paper of GGSIPU. Comprises 96 Outcomes within 37 Topics, taught over 23 hours.{/ifingroup}{ifingroup GTU_3110015}Course for '3110015: Mathematics-II' paper of GTU. Comprises 129 Outcomes within 54 Topics, taught over 36 hours.{/ifingroup}{ifingroup IKGPTU_BTAM204-18}Course for 'BTAM204-18: Maths-II' paper of IKGPTU. Comprises 71 Outcomes within 30 Topics, taught over 21 hours.{/ifingroup}{ifingroup JCBUST_BSC106A}Course for 'BSC106A: MATHEMATICS II (Calculus, Ordinary Differential Equations and Complex Variable)' paper of JCBUST. Comprises 131 Outcomes within 49 Topics, taught over 32 hours.{/ifingroup}{ifingroup JCBUST_BSC106B}Course for 'BSC106B: MATHEMATICS II (Differential equations)' paper of JCBUST. Comprises 95 Outcomes within 40 Topics, taught over 28 hours.{/ifingroup}{ifingroup JCBUST_BSC106C}Course for 'BSC106C: MATHEMATICS II (Linear Algebra, Transform Calculus and Numerical Methods)' paper of JCBUST. Comprises 98 Outcomes within 40 Topics, taught over 72 hours.{/ifingroup}{ifingroup JCBUST_BSC106D}Course for 'BSC106D: MATHEMATICS I1 (Calculus, Ordinary Differential Equations and
Complex Variable)' paper of JCBUST. Comprises 129 Outcomes within 48 Topics, taught over 31 hours.{/ifingroup}{ifingroup JCBUST_BSC106E}Course for 'BSC106E: MATHEMATICS II (Probability and Statistics)' paper of JCBUST. Comprises 29 Outcomes within 12 Topics, taught over 7 hours.{/ifingroup}{ifingroup MAKAUT_BS-M201}Course for 'BS-M201: Mathematics-IIA' paper of MAKAUT. Comprises 29 Outcomes within 12 Topics, taught over 7 hours.{/ifingroup}{ifingroup MAKAUT_BS-M202}Course for 'BS-M202: Mathematics-IIB' paper of MAKAUT. Comprises 137 Outcomes within 52 Topics, taught over 33 hours.{/ifingroup}","{ifingroup AKTU_KAS203}Course for 'KAS203: Mathematics-II' paper of AKTU. Comprises 168 Outcomes within 62 Topics, taught over 40 hours.{/ifingroup}{ifingroup DBATU_BTBS201}Course for 'BTBS201: Engineering Mathematics-II' paper of DBATU. Comprises 89 Outcomes within 36 Topics, taught over 23 hours.{/ifingroup}{ifingroup GGSIPU_ETMA-102}Course for 'ETMA-102: Applied Mathematics-II' paper of GGSIPU. Comprises 96 Outcomes within 37 Topics, taught over 23 hours.{/ifingroup}{ifingroup GTU_3110015}Course for '3110015: Mathematics-II' paper of GTU. Comprises 129 Outcomes within 54 Topics, taught over 36 hours.{/ifingroup}{ifingroup IKGPTU_BTAM204-18}Course for 'BTAM204-18: Maths-II' paper of IKGPTU. Comprises 71 Outcomes within 30 Topics, taught over 21 hours.{/ifingroup}{ifingroup JCBUST_BSC106A}Course for 'BSC106A: MATHEMATICS II (Calculus, Ordinary Differential Equations and Complex Variable)' paper of JCBUST. Comprises 131 Outcomes within 49 Topics, taught over 32 hours.{/ifingroup}{ifingroup JCBUST_BSC106B}Course for 'BSC106B: MATHEMATICS II (Differential equations)' paper of JCBUST. Comprises 95 Outcomes within 40 Topics, taught over 28 hours.{/ifingroup}{ifingroup JCBUST_BSC106C}Course for 'BSC106C: MATHEMATICS II (Linear Algebra, Transform Calculus and Numerical Methods)' paper of JCBUST. Comprises 98 Outcomes within 40 Topics, taught over 72 hours.{/ifingroup}{ifingroup JCBUST_BSC106D}Course for 'BSC106D: MATHEMATICS I1 (Calculus, Ordinary Differential Equations and
Complex Variable)' paper of JCBUST. Comprises 129 Outcomes within 48 Topics, taught over 31 hours.{/ifingroup}{ifingroup JCBUST_BSC106E}Course for 'BSC106E: MATHEMATICS II (Probability and Statistics)' paper of JCBUST. Comprises 29 Outcomes within 12 Topics, taught over 7 hours.{/ifingroup}{ifingroup MAKAUT_BS-M201}Course for 'BS-M201: Mathematics-IIA' paper of MAKAUT. Comprises 29 Outcomes within 12 Topics, taught over 7 hours.{/ifingroup}{ifingroup MAKAUT_BS-M202}Course for 'BS-M202: Mathematics-IIB' paper of MAKAUT. Comprises 137 Outcomes within 52 Topics, taught over 33 hours.{/ifingroup}"
,,,DBATU,BTBS201,DBATU_BTBS201,Engineering Mathematics-II,36,89,23,75,22,,,,"{ifingroup DBATU_BTBS201}Course for 'BTBS201: Engineering Mathematics-II' paper of DBATU. Comprises 89 Outcomes within 36 Topics, taught over 23 hours.{/ifingroup}",,
