S.N,Subject Name,Password,University short name,Paper code,Group Name,University Subject Name,# Topics,# CLOs,CLO time,# PLOs,PLO Time,# GPSM,# GLOs,GLO Time,LABEL FORMULA,CLUSTER,VALUE
,,,MRSPTU,BCSES1-302,MRSPTU_BCSES1-302,Data Structures and Algorithms,55,169,50,146,23,16,38,7,"{ifingroup MRSPTU_BCSES1-302}Course for 'BCSES1-302: Data Structures and Algorithms' paper of MRSPTU. Comprises 169 Outcomes within 55 Topics, taught over 50 hours.{/ifingroup}",,
,,,MRSPTU,BITES1-302,MRSPTU_BITES1-302,Data Structures and Algorithms,55,169,50,146,23,16,38,7,"{ifingroup MRSPTU_BITES1-302}Course for 'BITES1-302: Data Structures and Algorithms' paper of MRSPTU. Comprises 169 Outcomes within 55 Topics, taught over 50 hours.{/ifingroup}",,
,,,RGPV,CS302,RGPV_CS302,Data Structures,63,183,53,159,24,17,41,7,"{ifingroup RGPV_CS302}Course for 'CS302: Data Structures' paper of RGPV. Comprises 183 Outcomes within 63 Topics, taught over 53 hours.{/ifingroup}",,
,,,RGPV,IT302,RGPV_IT302,Data Structures,50,145,42,128,18,14,32,6,"{ifingroup RGPV_IT302}Course for 'IT302: Data Structures' paper of RGPV. Comprises 145 Outcomes within 50 Topics, taught over 42 hours.{/ifingroup}",,
,,,RTU,3CS4-05,RTU_3CS4-05,Data Structures and Algorithms,49,153,44,133,20,13,32,5,"{ifingroup RTU_3CS4-05}Course for '3CS4-05: Data Structures and Algorithms' paper of RTU. Comprises 153 Outcomes within 49 Topics, taught over 44 hours.{/ifingroup}",,
,,,RTU,3IT4-05,RTU_3IT4-05,Data Structures and Algorithms,49,153,44,133,20,13,32,5,"{ifingroup RTU_3IT4-05}Course for '3IT4-05: Data Structures and Algorithms' paper of RTU. Comprises 153 Outcomes within 49 Topics, taught over 44 hours.{/ifingroup}",,
2,Database Management System (VEGCSDBMS),v2lbt-database,AKTU,RCS501,AKTU_RCS501,Database Management Systems,45,95,37,86,12,9,16,4,"{ifingroup AKTU_RCS501}Course for 'RCS501: Database Management Systems' paper of AKTU. Comprises 95 Outcomes within 45 Topics, taught over 37 hours.{/ifingroup}","{ifingroup AKTU_RCS501}Course for 'RCS501: Database Management Systems' paper of AKTU. Comprises 95 Outcomes within 45 Topics, taught over 37 hours.{/ifingroup}{ifingroup DBATU_BTCOC501}Course for 'BTCOC501: Database Systems' paper of DBATU. Comprises 93 Outcomes within 46 Topics, taught over 37 hours.{/ifingroup}{ifingroup DBATU_BTITC501}Course for 'BTITC501: Database Systems' paper of DBATU. Comprises 93 Outcomes within 46 Topics, taught over 37 hours.{/ifingroup}{ifingroup GGSIPU_ETCS-208}Course for 'ETCS-208: Database Management Systems' paper of GGSIPU. Comprises 101 Outcomes within 43 Topics, taught over 41 hours.{/ifingroup}{ifingroup GTU_2130703}Course for '2130703: Database Management Systems' paper of GTU. Comprises 101 Outcomes within 46 Topics, taught over 39 hours.{/ifingroup}{ifingroup IKGPTU_BTCS-501-18}Course for 'BTCS-501-18: Database Management Systems' paper of IKGPTU. Comprises 93 Outcomes within 51 Topics, taught over 37 hours.{/ifingroup}{ifingroup IKGPTU_BTIT-501-18}Course for 'BTIT-501-18: Database Management Systems' paper of IKGPTU. Comprises 93 Outcomes within 51 Topics, taught over 37 hours.{/ifingroup}{ifingroup JCBUST_PCC-CS-501}Course for 'PCC-CS-501: Database Management Systems' paper of JCBUST. Comprises 93 Outcomes within 44 Topics, taught over 37 hours.{/ifingroup}{ifingroup MAKAUT_PCC-CS601}Course for 'PCC-CS601: Database Management Systems' paper of MAKAUT. Comprises 105 Outcomes within 52 Topics, taught over 42 hours.{/ifingroup}{ifingroup MRSPTU_BCSE1-412}Course for 'BCSE1-412: Database Management Systems-I' paper of MRSPTU. Comprises 105 Outcomes within 53 Topics, taught over 42 hours.{/ifingroup}{ifingroup MRSPTU_BITE2-412}Course for 'BITE2-412: Database Management Systems-I' paper of MRSPTU. Comprises 105 Outcomes within 53 Topics, taught over 42 hours.{/ifingroup}{ifingroup RGPV_CS502}Course for 'CS502: Database Management System' paper of RGPV. Comprises 95 Outcomes within 49 Topics, taught over 37 hours.{/ifingroup}{ifingroup RGPV_IT405}Course for 'IT405: Database Management System' paper of RGPV. Comprises 95 Outcomes within 49 Topics, taught over 37 hours.{/ifingroup}{ifingroup RTU_4CS4-05}Course for '4CS4-05: Database Management System' paper of RTU. Comprises 89 Outcomes within 43 Topics, taught over 36 hours.{/ifingroup}{ifingroup RTU_4IT4-05}Course for '4IT4-05: Database Management System' paper of RTU. Comprises 89 Outcomes within 43 Topics, taught over 36 hours.{/ifingroup}","{ifingroup AKTU_RCS501}Course for 'RCS501: Database Management Systems' paper of AKTU. Comprises 95 Outcomes within 45 Topics, taught over 37 hours.{/ifingroup}{ifingroup DBATU_BTCOC501}Course for 'BTCOC501: Database Systems' paper of DBATU. Comprises 93 Outcomes within 46 Topics, taught over 37 hours.{/ifingroup}{ifingroup DBATU_BTITC501}Course for 'BTITC501: Database Systems' paper of DBATU. Comprises 93 Outcomes within 46 Topics, taught over 37 hours.{/ifingroup}{ifingroup GGSIPU_ETCS-208}Course for 'ETCS-208: Database Management Systems' paper of GGSIPU. Comprises 101 Outcomes within 43 Topics, taught over 41 hours.{/ifingroup}{ifingroup GTU_2130703}Course for '2130703: Database Management Systems' paper of GTU. Comprises 101 Outcomes within 46 Topics, taught over 39 hours.{/ifingroup}{ifingroup IKGPTU_BTCS-501-18}Course for 'BTCS-501-18: Database Management Systems' paper of IKGPTU. Comprises 93 Outcomes within 51 Topics, taught over 37 hours.{/ifingroup}{ifingroup IKGPTU_BTIT-501-18}Course for 'BTIT-501-18: Database Management Systems' paper of IKGPTU. Comprises 93 Outcomes within 51 Topics, taught over 37 hours.{/ifingroup}{ifingroup JCBUST_PCC-CS-501}Course for 'PCC-CS-501: Database Management Systems' paper of JCBUST. Comprises 93 Outcomes within 44 Topics, taught over 37 hours.{/ifingroup}{ifingroup MAKAUT_PCC-CS601}Course for 'PCC-CS601: Database Management Systems' paper of MAKAUT. Comprises 105 Outcomes within 52 Topics, taught over 42 hours.{/ifingroup}{ifingroup MRSPTU_BCSE1-412}Course for 'BCSE1-412: Database Management Systems-I' paper of MRSPTU. Comprises 105 Outcomes within 53 Topics, taught over 42 hours.{/ifingroup}{ifingroup MRSPTU_BITE2-412}Course for 'BITE2-412: Database Management Systems-I' paper of MRSPTU. Comprises 105 Outcomes within 53 Topics, taught over 42 hours.{/ifingroup}{ifingroup RGPV_CS502}Course for 'CS502: Database Management System' paper of RGPV. Comprises 95 Outcomes within 49 Topics, taught over 37 hours.{/ifingroup}{ifingroup RGPV_IT405}Course for 'IT405: Database Management System' paper of RGPV. Comprises 95 Outcomes within 49 Topics, taught over 37 hours.{/ifingroup}{ifingroup RTU_4CS4-05}Course for '4CS4-05: Database Management System' paper of RTU. Comprises 89 Outcomes within 43 Topics, taught over 36 hours.{/ifingroup}{ifingroup RTU_4IT4-05}Course for '4IT4-05: Database Management System' paper of RTU. Comprises 89 Outcomes within 43 Topics, taught over 36 hours.{/ifingroup}"
,,,DBATU,BTCOC501,DBATU_BTCOC501,Database Systems,46,93,37,88,11,9,17,4,"{ifingroup DBATU_BTCOC501}Course for 'BTCOC501: Database Systems' paper of DBATU. Comprises 93 Outcomes within 46 Topics, taught over 37 hours.{/ifingroup}",,
,,,DBATU,BTITC501,DBATU_BTITC501,Database Systems,46,93,37,88,11,9,17,4,"{ifingroup DBATU_BTITC501}Course for 'BTITC501: Database Systems' paper of DBATU. Comprises 93 Outcomes within 46 Topics, taught over 37 hours.{/ifingroup}",,
,,,GGSIPU,ETCS-208,GGSIPU_ETCS-208,Database Management Systems,43,101,41,93,13,9,17,4,"{ifingroup GGSIPU_ETCS-208}Course for 'ETCS-208: Database Management Systems' paper of GGSIPU. Comprises 101 Outcomes within 43 Topics, taught over 41 hours.{/ifingroup}",,
,,,GTU,2130703,GTU_2130703,Database Management Systems,46,101,39,92,12,9,16,4,"{ifingroup GTU_2130703}Course for '2130703: Database Management Systems' paper of GTU. Comprises 101 Outcomes within 46 Topics, taught over 39 hours.{/ifingroup}",,
,,,IKGPTU,BTCS-501-18,IKGPTU_BTCS-501-18,Database Management Systems,51,93,37,88,11,9,17,4,"{ifingroup IKGPTU_BTCS-501-18}Course for 'BTCS-501-18: Database Management Systems' paper of IKGPTU. Comprises 93 Outcomes within 51 Topics, taught over 37 hours.{/ifingroup}",,
,,,IKGPTU,BTIT-501-18,IKGPTU_BTIT-501-18,Database Management Systems,51,93,37,88,11,9,17,4,"{ifingroup IKGPTU_BTIT-501-18}Course for 'BTIT-501-18: Database Management Systems' paper of IKGPTU. Comprises 93 Outcomes within 51 Topics, taught over 37 hours.{/ifingroup}",,
,,,JCBUST,PCC-CS-501,JCBUST_PCC-CS-501,Database Management Systems,44,93,37,88,11,9,17,4,"{ifingroup JCBUST_PCC-CS-501}Course for 'PCC-CS-501: Database Management Systems' paper of JCBUST. Comprises 93 Outcomes within 44 Topics, taught over 37 hours.{/ifingroup}",,
,,,MAKAUT,PCC-CS601,MAKAUT_PCC-CS601,Database Management Systems,52,105,42,97,13,10,19,4,"{ifingroup MAKAUT_PCC-CS601}Course for 'PCC-CS601: Database Management Systems' paper of MAKAUT. Comprises 105 Outcomes within 52 Topics, taught over 42 hours.{/ifingroup}",,
,,,MRSPTU,BCSE1-412,MRSPTU_BCSE1-412,Database Management Systems-I,53,105,42,100,13,10,19,4,"{ifingroup MRSPTU_BCSE1-412}Course for 'BCSE1-412: Database Management Systems-I' paper of MRSPTU. Comprises 105 Outcomes within 53 Topics, taught over 42 hours.{/ifingroup}",,
,,,MRSPTU,BITE2-412,MRSPTU_BITE2-412,Database Management Systems-I,53,105,42,100,13,10,19,4,"{ifingroup MRSPTU_BITE2-412}Course for 'BITE2-412: Database Management Systems-I' paper of MRSPTU. Comprises 105 Outcomes within 53 Topics, taught over 42 hours.{/ifingroup}",,
,,,RGPV,CS502,RGPV_CS502,Database Management System,49,95,37,86,12,9,16,4,"{ifingroup RGPV_CS502}Course for 'CS502: Database Management System' paper of RGPV. Comprises 95 Outcomes within 49 Topics, taught over 37 hours.{/ifingroup}",,
,,,RGPV,IT405,RGPV_IT405,Database Management System,49,95,37,86,12,9,16,4,"{ifingroup RGPV_IT405}Course for 'IT405: Database Management System' paper of RGPV. Comprises 95 Outcomes within 49 Topics, taught over 37 hours.{/ifingroup}",,
,,,RTU,4CS4-05,RTU_4CS4-05,Database Management System,43,89,36,83,11,9,16,4,"{ifingroup RTU_4CS4-05}Course for '4CS4-05: Database Management System' paper of RTU. Comprises 89 Outcomes within 43 Topics, taught over 36 hours.{/ifingroup}",,
,,,RTU,4IT4-05,RTU_4IT4-05,Database Management System,43,89,36,83,11,9,16,4,"{ifingroup RTU_4IT4-05}Course for '4IT4-05: Database Management System' paper of RTU. Comprises 89 Outcomes within 43 Topics, taught over 36 hours.{/ifingroup}",,
3,Operating System (VEGCSOS),v2lbt-os,AKTU,KCS401,AKTU_KCS401,Operating Systems,45,122,40,115,22,11,25,6,"{ifingroup AKTU_KCS401}Course for 'KCS401: Operating Systems' paper of AKTU. Comprises 122 Outcomes within 45 Topics, taught over 40 hours.{/ifingroup}","{ifingroup AKTU_KCS401}Course for 'KCS401: Operating Systems' paper of AKTU. Comprises 122 Outcomes within 45 Topics, taught over 40 hours.{/ifingroup}{ifingroup DBATU_BTCOC403}Course for 'BTCOC403: Operating System' paper of DBATU. Comprises 108 Outcomes within 40 Topics, taught over 35 hours.{/ifingroup}{ifingroup DBATU_BTITC601}Course for 'BTITC601: Operating System' paper of DBATU. Comprises 122 Outcomes within 45 Topics, taught over 40 hours.{/ifingroup}{ifingroup GGSIPU_ETCS-304}Course for 'ETCS-304: Operating Systems' paper of GGSIPU. Comprises 116 Outcomes within 44 Topics, taught over 37 hours.{/ifingroup}{ifingroup GTU_2140702}Course for '2140702: Operating System' paper of GTU. Comprises 122 Outcomes within 50 Topics, taught over 40 hours.{/ifingroup}{ifingroup IKGPTU_BTCS402-18}Course for 'BTCS402-18: Operating Systems' paper of IKGPTU. Comprises 116 Outcomes within 43 Topics, taught over 38 hours.{/ifingroup}{ifingroup IKGPTU_BTIT402-18}Course for 'BTIT402-18: Operating Systems' paper of IKGPTU. Comprises 116 Outcomes within 43 Topics, taught over 38 hours.{/ifingroup}{ifingroup JCBUST_PCC-CS-403}Course for 'PCC-CS-403: Operating System' paper of JCBUST. Comprises 116 Outcomes within 43 Topics, taught over 38 hours.{/ifingroup}{ifingroup MAKAUT_PC-CS502}Course for 'PC-CS502: Operating System' paper of MAKAUT. Comprises 116 Outcomes within 44 Topics, taught over 38 hours.{/ifingroup}{ifingroup MRSPTU_BCSES1-402}Course for 'BCSES1-402: Operating Systems' paper of MRSPTU. Comprises 110 Outcomes within 41 Topics, taught over 36 hours.{/ifingroup}{ifingroup MRSPTU_BITES1-402}Course for 'BITES1-402: Operating Systems' paper of MRSPTU. Comprises 110 Outcomes within 41 Topics, taught over 36 hours.{/ifingroup}{ifingroup RGPV_CS405}Course for 'CS405: Operating Systems' paper of RGPV. Comprises 122 Outcomes within 60 Topics, taught over 40 hours.{/ifingroup}{ifingroup RGPV_IT501}Course for 'IT501: Operating Systems' paper of RGPV. Comprises 116 Outcomes within 49 Topics, taught over 37 hours.{/ifingroup}{ifingroup RTU_5CS4-03}Course for '5CS4-03: Operating System' paper of RTU. Comprises 108 Outcomes within 41 Topics, taught over 36 hours.{/ifingroup}{ifingroup RTU_5IT4-03}Course for '5IT4-03: Operating System' paper of RTU. Comprises 108 Outcomes within 41 Topics, taught over 36 hours.{/ifingroup}","{ifingroup AKTU_KCS401}Course for 'KCS401: Operating Systems' paper of AKTU. Comprises 122 Outcomes within 45 Topics, taught over 40 hours.{/ifingroup}{ifingroup DBATU_BTCOC403}Course for 'BTCOC403: Operating System' paper of DBATU. Comprises 108 Outcomes within 40 Topics, taught over 35 hours.{/ifingroup}{ifingroup DBATU_BTITC601}Course for 'BTITC601: Operating System' paper of DBATU. Comprises 122 Outcomes within 45 Topics, taught over 40 hours.{/ifingroup}{ifingroup GGSIPU_ETCS-304}Course for 'ETCS-304: Operating Systems' paper of GGSIPU. Comprises 116 Outcomes within 44 Topics, taught over 37 hours.{/ifingroup}{ifingroup GTU_2140702}Course for '2140702: Operating System' paper of GTU. Comprises 122 Outcomes within 50 Topics, taught over 40 hours.{/ifingroup}{ifingroup IKGPTU_BTCS402-18}Course for 'BTCS402-18: Operating Systems' paper of IKGPTU. Comprises 116 Outcomes within 43 Topics, taught over 38 hours.{/ifingroup}{ifingroup IKGPTU_BTIT402-18}Course for 'BTIT402-18: Operating Systems' paper of IKGPTU. Comprises 116 Outcomes within 43 Topics, taught over 38 hours.{/ifingroup}{ifingroup JCBUST_PCC-CS-403}Course for 'PCC-CS-403: Operating System' paper of JCBUST. Comprises 116 Outcomes within 43 Topics, taught over 38 hours.{/ifingroup}{ifingroup MAKAUT_PC-CS502}Course for 'PC-CS502: Operating System' paper of MAKAUT. Comprises 116 Outcomes within 44 Topics, taught over 38 hours.{/ifingroup}{ifingroup MRSPTU_BCSES1-402}Course for 'BCSES1-402: Operating Systems' paper of MRSPTU. Comprises 110 Outcomes within 41 Topics, taught over 36 hours.{/ifingroup}{ifingroup MRSPTU_BITES1-402}Course for 'BITES1-402: Operating Systems' paper of MRSPTU. Comprises 110 Outcomes within 41 Topics, taught over 36 hours.{/ifingroup}{ifingroup RGPV_CS405}Course for 'CS405: Operating Systems' paper of RGPV. Comprises 122 Outcomes within 60 Topics, taught over 40 hours.{/ifingroup}{ifingroup RGPV_IT501}Course for 'IT501: Operating Systems' paper of RGPV. Comprises 116 Outcomes within 49 Topics, taught over 37 hours.{/ifingroup}{ifingroup RTU_5CS4-03}Course for '5CS4-03: Operating System' paper of RTU. Comprises 108 Outcomes within 41 Topics, taught over 36 hours.{/ifingroup}{ifingroup RTU_5IT4-03}Course for '5IT4-03: Operating System' paper of RTU. Comprises 108 Outcomes within 41 Topics, taught over 36 hours.{/ifingroup}"
,,,DBATU,BTCOC403,DBATU_BTCOC403,Operating System,40,108,35,104,20,11,26,6,"{ifingroup DBATU_BTCOC403}Course for 'BTCOC403: Operating System' paper of DBATU. Comprises 108 Outcomes within 40 Topics, taught over 35 hours.{/ifingroup}",,
,,,DBATU,BTITC601,DBATU_BTITC601,Operating System,45,122,40,115,22,10,25,6,"{ifingroup DBATU_BTITC601}Course for 'BTITC601: Operating System' paper of DBATU. Comprises 122 Outcomes within 45 Topics, taught over 40 hours.{/ifingroup}",,
,,,GGSIPU,ETCS-304,GGSIPU_ETCS-304,Operating Systems,44,116,37,111,21,11,26,6,"{ifingroup GGSIPU_ETCS-304}Course for 'ETCS-304: Operating Systems' paper of GGSIPU. Comprises 116 Outcomes within 44 Topics, taught over 37 hours.{/ifingroup}",,
,,,GTU,2140702,GTU_2140702,Operating System,50,122,40,115,22,11,26,6,"{ifingroup GTU_2140702}Course for '2140702: Operating System' paper of GTU. Comprises 122 Outcomes within 50 Topics, taught over 40 hours.{/ifingroup}",,
,,,IKGPTU,BTCS402-18,IKGPTU_BTCS402-18,Operating Systems,43,116,38,109,22,11,26,6,"{ifingroup IKGPTU_BTCS402-18}Course for 'BTCS402-18: Operating Systems' paper of IKGPTU. Comprises 116 Outcomes within 43 Topics, taught over 38 hours.{/ifingroup}",,
,,,IKGPTU,BTIT402-18,IKGPTU_BTIT402-18,Operating Systems,43,116,38,109,22,11,26,6,"{ifingroup IKGPTU_BTIT402-18}Course for 'BTIT402-18: Operating Systems' paper of IKGPTU. Comprises 116 Outcomes within 43 Topics, taught over 38 hours.{/ifingroup}",,
,,,JCBUST,PCC-CS-403,JCBUST_PCC-CS-403,Operating System,43,116,38,109,22,11,26,6,"{ifingroup JCBUST_PCC-CS-403}Course for 'PCC-CS-403: Operating System' paper of JCBUST. Comprises 116 Outcomes within 43 Topics, taught over 38 hours.{/ifingroup}",,
,,,MAKAUT,PC-CS502,MAKAUT_PC-CS502,Operating System,44,116,38,109,22,11,26,6,"{ifingroup MAKAUT_PC-CS502}Course for 'PC-CS502: Operating System' paper of MAKAUT. Comprises 116 Outcomes within 44 Topics, taught over 38 hours.{/ifingroup}",,
,,,MRSPTU,BCSES1-402,MRSPTU_BCSES1-402,Operating Systems,41,110,36,105,21,11,26,6,"{ifingroup MRSPTU_BCSES1-402}Course for 'BCSES1-402: Operating Systems' paper of MRSPTU. Comprises 110 Outcomes within 41 Topics, taught over 36 hours.{/ifingroup}",,
,,,MRSPTU,BITES1-402,MRSPTU_BITES1-402,Operating Systems,41,110,36,105,21,11,26,6,"{ifingroup MRSPTU_BITES1-402}Course for 'BITES1-402: Operating Systems' paper of MRSPTU. Comprises 110 Outcomes within 41 Topics, taught over 36 hours.{/ifingroup}",,
,,,RGPV,CS405,RGPV_CS405,Operating Systems,60,122,40,115,22,11,26,6,"{ifingroup RGPV_CS405}Course for 'CS405: Operating Systems' paper of RGPV. Comprises 122 Outcomes within 60 Topics, taught over 40 hours.{/ifingroup}",,
,,,RGPV,IT501,RGPV_IT501,Operating Systems,49,116,37,111,21,11,26,6,"{ifingroup RGPV_IT501}Course for 'IT501: Operating Systems' paper of RGPV. Comprises 116 Outcomes within 49 Topics, taught over 37 hours.{/ifingroup}",,
