S.N,Subject Name,Password,University short name,Paper code,Group Name,University Subject Name,# Topics,# CLOs,CLO time,# PLOs,PLO Time,# GPSM,# GLOs,GLO Time,LABEL FORMULA,CLUSTER,VALUE
,,,IKGPTU,BTCE-401,IKGPTU_BTCE-401,Geomatics Engineering,17,43,52,44,18,0,0,0,"{ifingroup IKGPTU_BTCE-401}Course for 'BTCE-401: Geomatics Engineering' paper of IKGPTU. Comprises 43 Outcomes within 17 Topics, taught over 52 hours.{/ifingroup}",,
,,,JCBUST,PCCCE206,JCBUST_PCCCE206,Surveying & Geomatics,62,160,66,154,26,4,9,2,"{ifingroup JCBUST_PCCCE206}Course for 'PCCCE206: Surveying & Geomatics' paper of JCBUST. Comprises 160 Outcomes within 62 Topics, taught over 66 hours.{/ifingroup}",,
,,,MAKAUT,CE302,MAKAUT_ CE302,Surveying,46,120,64,114,23,5,11,2,"{ifingroup MAKAUT_ CE302}Course for 'CE302: Surveying' paper of MAKAUT. Comprises 120 Outcomes within 46 Topics, taught over 64 hours.{/ifingroup}",,
,,,MAKAUT,CE-PC-403,MAKAUT_CE-PC-403,Surveying & Geomatics,44,114,63,108,23,5,11,2,"{ifingroup MAKAUT_CE-PC-403}Course for 'CE-PC-403: Surveying & Geomatics' paper of MAKAUT. Comprises 114 Outcomes within 44 Topics, taught over 63 hours.{/ifingroup}",,
,,,MRSPTU,BCIES1-303,MRSPTU_BCIES1-303,Surveying,45,117,65,113,25,5,11,2,"{ifingroup MRSPTU_BCIES1-303}Course for 'BCIES1-303: Surveying' paper of MRSPTU. Comprises 117 Outcomes within 45 Topics, taught over 65 hours.{/ifingroup}",,
,,,MRSPTU,BCIES1-406,MRSPTU_BCIES1-406,Geomatic Engineering,14,37,52,37,18,0,0,0,"{ifingroup MRSPTU_BCIES1-406}Course for 'BCIES1-406: Geomatic Engineering' paper of MRSPTU. Comprises 37 Outcomes within 14 Topics, taught over 52 hours.{/ifingroup}",,
,,,RGPV,CE303,RGPV_CE303,Surveying,37,101,62,97,22,2,5,1,"{ifingroup RGPV_CE303}Course for 'CE303: Surveying' paper of RGPV. Comprises 101 Outcomes within 37 Topics, taught over 62 hours.{/ifingroup}",,
,,,RTU,3CE4-05,RTU_3CE4-05,Surveying,42,104,60,102,20,4,8,1,"{ifingroup RTU_3CE4-05}Course for '3CE4-05: Surveying' paper of RTU. Comprises 104 Outcomes within 42 Topics, taught over 60 hours.{/ifingroup}",,
2,RCC (VEGCERCC-I),v2lbt-rcc,AKTU,NCE-505,AKTU_NCE-505,Design of concrete structures-I,26,66,60,60,20,6,11,2,"{ifingroup AKTU_NCE-505}Course for 'NCE-505: Design of concrete structures-I' paper of AKTU. Comprises 66 Outcomes within 26 Topics, taught over 60 hours.{/ifingroup}","{ifingroup AKTU_NCE-505}Course for 'NCE-505: Design of concrete structures-I' paper of AKTU. Comprises 66 Outcomes within 26 Topics, taught over 60 hours.{/ifingroup}{ifingroup AKTU_NCE‐601}Course for 'NCE‐601: Design of concrete structures-II' paper of AKTU. Comprises 55 Outcomes within 23 Topics, taught over 59 hours.{/ifingroup}{ifingroup DBATU_BTCVC601}Course for 'BTCVC601: Design of concrete structures-I' paper of DBATU. Comprises 80 Outcomes within 35 Topics, taught over 61 hours.{/ifingroup}{ifingroup DBATU_BTCVC-701}Course for 'BTCVC-701: Design of concrete structures-II' paper of DBATU. Comprises 41 Outcomes within 16 Topics, taught over 59 hours.{/ifingroup}{ifingroup GGSIPU_ETCE-212}Course for 'ETCE-212: Design of concrete structure' paper of GGSIPU. Comprises 78 Outcomes within 33 Topics, taught over 64 hours.{/ifingroup}{ifingroup GGSIPU_ETEN-305}Course for 'ETEN-305: Design of Structures ' paper of GGSIPU. Comprises 78 Outcomes within 33 Topics, taught over 64 hours.{/ifingroup}{ifingroup GTU_3360601}Course for '3360601: Design of Reinforced concrete structures' paper of GTU. Comprises 69 Outcomes within 30 Topics, taught over 59 hours.{/ifingroup}{ifingroup IKGPTU_BTCE-403}Course for 'BTCE-403: Design of concrete structures-I' paper of IKGPTU. Comprises 46 Outcomes within 25 Topics, taught over 63 hours.{/ifingroup}{ifingroup IKGPTU_BTCE-601}Course for 'BTCE-601: Design of Concrete Structure-II' paper of IKGPTU. Comprises 48 Outcomes within 24 Topics, taught over 61 hours.{/ifingroup}{ifingroup JCBUST_PEC-VIII}Course for 'PEC-VIII: Design of concrete structures' paper of JCBUST. Comprises 114 Outcomes within 48 Topics, taught over 64 hours.{/ifingroup}{ifingroup MAKAUT_CE502A}Course for 'CE502A: Design of RC structure-A' paper of MAKAUT. Comprises 48 Outcomes within 18 Topics, taught over 62 hours.{/ifingroup}{ifingroup MAKAUT_CE502B}Course for 'CE502B: Design of RC structure-A' paper of MAKAUT. Comprises 32 Outcomes within 17 Topics, taught over 60 hours.{/ifingroup}{ifingroup MAKAUT_CE-PC-501}Course for 'CE-PC-501: Design of RC Structures' paper of MAKAUT. Comprises 80 Outcomes within 35 Topics, taught over 62 hours.{/ifingroup}{ifingroup MRSPTU_BCIE1-625}Course for 'BCIE1-625: Design of Concrete Structure-II' paper of MRSPTU. Comprises 48 Outcomes within 24 Topics, taught over 60 hours.{/ifingroup}{ifingroup MRSPTU_BCIEI-409}Course for 'BCIEI-409: Design of concrete structures-I' paper of MRSPTU. Comprises 55 Outcomes within 22 Topics, taught over 63 hours.{/ifingroup}{ifingroup RGPV_CE601}Course for 'CE601: Structural Design & Drawing (RCC-I)' paper of RGPV. Comprises 88 Outcomes within 38 Topics, taught over 61 hours.{/ifingroup}{ifingroup RGPV_CE702}Course for 'CE702: Advanced Structural
Design – II (RCC)' paper of RGPV. Comprises 58 Outcomes within 25 Topics, taught over 60 hours.{/ifingroup}{ifingroup RTU_5CE4-03}Course for '5CE4-03: Design of concrete structures' paper of RTU. Comprises 77 Outcomes within 33 Topics, taught over 60 hours.{/ifingroup}","{ifingroup AKTU_NCE-505}Course for 'NCE-505: Design of concrete structures-I' paper of AKTU. Comprises 66 Outcomes within 26 Topics, taught over 60 hours.{/ifingroup}{ifingroup AKTU_NCE‐601}Course for 'NCE‐601: Design of concrete structures-II' paper of AKTU. Comprises 55 Outcomes within 23 Topics, taught over 59 hours.{/ifingroup}{ifingroup DBATU_BTCVC601}Course for 'BTCVC601: Design of concrete structures-I' paper of DBATU. Comprises 80 Outcomes within 35 Topics, taught over 61 hours.{/ifingroup}{ifingroup DBATU_BTCVC-701}Course for 'BTCVC-701: Design of concrete structures-II' paper of DBATU. Comprises 41 Outcomes within 16 Topics, taught over 59 hours.{/ifingroup}{ifingroup GGSIPU_ETCE-212}Course for 'ETCE-212: Design of concrete structure' paper of GGSIPU. Comprises 78 Outcomes within 33 Topics, taught over 64 hours.{/ifingroup}{ifingroup GGSIPU_ETEN-305}Course for 'ETEN-305: Design of Structures ' paper of GGSIPU. Comprises 78 Outcomes within 33 Topics, taught over 64 hours.{/ifingroup}{ifingroup GTU_3360601}Course for '3360601: Design of Reinforced concrete structures' paper of GTU. Comprises 69 Outcomes within 30 Topics, taught over 59 hours.{/ifingroup}{ifingroup IKGPTU_BTCE-403}Course for 'BTCE-403: Design of concrete structures-I' paper of IKGPTU. Comprises 46 Outcomes within 25 Topics, taught over 63 hours.{/ifingroup}{ifingroup IKGPTU_BTCE-601}Course for 'BTCE-601: Design of Concrete Structure-II' paper of IKGPTU. Comprises 48 Outcomes within 24 Topics, taught over 61 hours.{/ifingroup}{ifingroup JCBUST_PEC-VIII}Course for 'PEC-VIII: Design of concrete structures' paper of JCBUST. Comprises 114 Outcomes within 48 Topics, taught over 64 hours.{/ifingroup}{ifingroup MAKAUT_CE502A}Course for 'CE502A: Design of RC structure-A' paper of MAKAUT. Comprises 48 Outcomes within 18 Topics, taught over 62 hours.{/ifingroup}{ifingroup MAKAUT_CE502B}Course for 'CE502B: Design of RC structure-A' paper of MAKAUT. Comprises 32 Outcomes within 17 Topics, taught over 60 hours.{/ifingroup}{ifingroup MAKAUT_CE-PC-501}Course for 'CE-PC-501: Design of RC Structures' paper of MAKAUT. Comprises 80 Outcomes within 35 Topics, taught over 62 hours.{/ifingroup}{ifingroup MRSPTU_BCIE1-625}Course for 'BCIE1-625: Design of Concrete Structure-II' paper of MRSPTU. Comprises 48 Outcomes within 24 Topics, taught over 60 hours.{/ifingroup}{ifingroup MRSPTU_BCIEI-409}Course for 'BCIEI-409: Design of concrete structures-I' paper of MRSPTU. Comprises 55 Outcomes within 22 Topics, taught over 63 hours.{/ifingroup}{ifingroup RGPV_CE601}Course for 'CE601: Structural Design & Drawing (RCC-I)' paper of RGPV. Comprises 88 Outcomes within 38 Topics, taught over 61 hours.{/ifingroup}{ifingroup RGPV_CE702}Course for 'CE702: Advanced Structural
Design – II (RCC)' paper of RGPV. Comprises 58 Outcomes within 25 Topics, taught over 60 hours.{/ifingroup}{ifingroup RTU_5CE4-03}Course for '5CE4-03: Design of concrete structures' paper of RTU. Comprises 77 Outcomes within 33 Topics, taught over 60 hours.{/ifingroup}"
,,,AKTU,NCE‐601,AKTU_NCE‐601,Design of concrete structures-II,23,55,59,49,19,3,4,2,"{ifingroup AKTU_NCE‐601}Course for 'NCE‐601: Design of concrete structures-II' paper of AKTU. Comprises 55 Outcomes within 23 Topics, taught over 59 hours.{/ifingroup}",,
,,,DBATU,BTCVC601,DBATU_BTCVC601,Design of concrete structures-I,35,80,61,74,21,7,13,3,"{ifingroup DBATU_BTCVC601}Course for 'BTCVC601: Design of concrete structures-I' paper of DBATU. Comprises 80 Outcomes within 35 Topics, taught over 61 hours.{/ifingroup}",,
,,,DBATU,BTCVC-701,DBATU_BTCVC-701,Design of concrete structures-II,16,41,59,40,20,4,6,2,"{ifingroup DBATU_BTCVC-701}Course for 'BTCVC-701: Design of concrete structures-II' paper of DBATU. Comprises 41 Outcomes within 16 Topics, taught over 59 hours.{/ifingroup}",,
,,,GGSIPU,ETCE-212,GGSIPU_ETCE-212,Design of concrete structure,33,78,64,72,25,7,13,3,"{ifingroup GGSIPU_ETCE-212}Course for 'ETCE-212: Design of concrete structure' paper of GGSIPU. Comprises 78 Outcomes within 33 Topics, taught over 64 hours.{/ifingroup}",,
,,,GGSIPU,ETEN-305,GGSIPU_ETEN-305,Design of Structures ,33,78,64,72,25,7,13,3,"{ifingroup GGSIPU_ETEN-305}Course for 'ETEN-305: Design of Structures ' paper of GGSIPU. Comprises 78 Outcomes within 33 Topics, taught over 64 hours.{/ifingroup}",,
,,,GTU,3360601,GTU_3360601,Design of Reinforced concrete structures,30,69,59,61,20,6,11,2,"{ifingroup GTU_3360601}Course for '3360601: Design of Reinforced concrete structures' paper of GTU. Comprises 69 Outcomes within 30 Topics, taught over 59 hours.{/ifingroup}",,
,,,IKGPTU,BTCE-403,IKGPTU_BTCE-403,Design of concrete structures-I,25,46,63,40,23,4,7,2,"{ifingroup IKGPTU_BTCE-403}Course for 'BTCE-403: Design of concrete structures-I' paper of IKGPTU. Comprises 46 Outcomes within 25 Topics, taught over 63 hours.{/ifingroup}",,
,,,IKGPTU,BTCE-601,IKGPTU_BTCE-601,Design of Concrete Structure-II,24,48,61,42,21,2,4,1,"{ifingroup IKGPTU_BTCE-601}Course for 'BTCE-601: Design of Concrete Structure-II' paper of IKGPTU. Comprises 48 Outcomes within 24 Topics, taught over 61 hours.{/ifingroup}",,
,,,JCBUST,PEC-VIII,JCBUST_PEC-VIII,Design of concrete structures,48,114,64,103,24,9,15,3,"{ifingroup JCBUST_PEC-VIII}Course for 'PEC-VIII: Design of concrete structures' paper of JCBUST. Comprises 114 Outcomes within 48 Topics, taught over 64 hours.{/ifingroup}",,
,,,MAKAUT,CE502A,MAKAUT_CE502A,Design of RC structure-A,18,48,62,41,23,4,8,2,"{ifingroup MAKAUT_CE502A}Course for 'CE502A: Design of RC structure-A' paper of MAKAUT. Comprises 48 Outcomes within 18 Topics, taught over 62 hours.{/ifingroup}",,
,,,MAKAUT,CE502B,MAKAUT_CE502B,Design of RC structure-A,17,32,60,31,20,3,5,1,"{ifingroup MAKAUT_CE502B}Course for 'CE502B: Design of RC structure-A' paper of MAKAUT. Comprises 32 Outcomes within 17 Topics, taught over 60 hours.{/ifingroup}",,
,,,MAKAUT,CE-PC-501,MAKAUT_CE-PC-501,Design of RC Structures,35,80,62,72,22,7,13,3,"{ifingroup MAKAUT_CE-PC-501}Course for 'CE-PC-501: Design of RC Structures' paper of MAKAUT. Comprises 80 Outcomes within 35 Topics, taught over 62 hours.{/ifingroup}",,
,,,MRSPTU,BCIE1-625,MRSPTU_BCIE1-625,Design of Concrete Structure-II,24,48,60,42,21,2,4,1,"{ifingroup MRSPTU_BCIE1-625}Course for 'BCIE1-625: Design of Concrete Structure-II' paper of MRSPTU. Comprises 48 Outcomes within 24 Topics, taught over 60 hours.{/ifingroup}",,
,,,MRSPTU,BCIEI-409,MRSPTU_BCIEI-409,Design of concrete structures-I,22,55,63,50,23,5,9,2,"{ifingroup MRSPTU_BCIEI-409}Course for 'BCIEI-409: Design of concrete structures-I' paper of MRSPTU. Comprises 55 Outcomes within 22 Topics, taught over 63 hours.{/ifingroup}",,
,,,RGPV,CE601,RGPV_CE601,Structural Design & Drawing (RCC-I),38,88,61,80,22,6,11,2,"{ifingroup RGPV_CE601}Course for 'CE601: Structural Design & Drawing (RCC-I)' paper of RGPV. Comprises 88 Outcomes within 38 Topics, taught over 61 hours.{/ifingroup}",,
,,,RGPV,CE702,RGPV_CE702,"Advanced Structural
Design – II (RCC)",25,58,60,53,20,4,6,2,"{ifingroup RGPV_CE702}Course for 'CE702: Advanced Structural
Design – II (RCC)' paper of RGPV. Comprises 58 Outcomes within 25 Topics, taught over 60 hours.{/ifingroup}",,
,,,RTU,5CE4-03,RTU_5CE4-03,Design of concrete structures,33,77,60,71,20,7,13,3,"{ifingroup RTU_5CE4-03}Course for '5CE4-03: Design of concrete structures' paper of RTU. Comprises 77 Outcomes within 33 Topics, taught over 60 hours.{/ifingroup}",,
